"node","estimate","p"
"1",0.0121820819165022,0.345166124585004
"2",-0.0217079933063894,0.273133267655313
"3",0.0047847899083315,0.749654230122347
"4",-0.00839832294721516,0.640242254098474
"5",-0.0189325277419967,0.270694587252978
"6",-0.00697269874505711,0.704433950447667
"7",0.0337641683458782,0.0506946725334623
"8",0.011395406630403,0.525802363566296
"9",-0.000473213475094292,0.980195453383138
"10",0.02110670181406,0.218107653172744
"11",0.0287072734090198,0.0706133921350743
"12",0.0160998775151917,0.383516568005583
"13",0.00326668553149807,0.849357426942114
"14",0.0400430859368069,0.0338649707613435
"15",0.00736928143661896,0.684161327956281
"16",0.0180130269740487,0.283452350017098
"17",0.027184848508786,0.15850448991193
"18",0.0250838587259463,0.142332659841569
"19",0.00826731003842196,0.709712416807266
"20",0.019950567282119,0.320896127579885
"21",-0.00997313174930149,0.574040839354508
"22",0.0187324137966071,0.315720148683505
"23",0.0168177743747089,0.299468603210599
"24",0.00802848104932029,0.672729375437459
"25",-0.0129382432696516,0.356856408908214
"26",-0.00999475455038167,0.5640426494451
"27",0.04157906406724,0.0272240248111688
"28",0.0199667489852625,0.328974813586787
"29",0.0114086586186167,0.512656804925062
"30",0.0244006393738013,0.242569352727918
"31",0.00274925276507635,0.846523358828005
"32",0.0433566162835546,0.000279986094008791
"33",0.032130135787326,0.0514679084320345
"34",0.0250367800840295,0.18013625461344
"35",0.0133997325523444,0.461704126647487
"36",0.0161504452346278,0.465438367654685
"37",-0.00455251862382146,0.812086517332315
"38",0.0604770052947993,0.000161326968473488
"39",0.0843728437509608,1.56352449337675e-05
"40",0.0674616623509822,0.00149771689985441
"41",0.0636535050554034,0.00108574120116688
"42",0.000431243761929781,0.979053395045581
"43",0.0109432155426475,0.543872140207937
"44",0.0258936062896557,0.167020059131838
"45",0.029831550775174,0.0630655362348727
"46",0.0312023543123171,0.106055014353662
"47",0.0432067091654344,0.0252640093299146
"48",0.0294890127397109,0.107987479671238
"49",0.0159134094004817,0.410255041218621
"50",0.0287008361726701,0.114032714004822
"51",0.0185401555293607,0.176460245871888
"52",0.00538372071730728,0.781045118850991
"53",0.00509232213696809,0.767992115699702
"54",-0.00825457835692819,0.616384453596599
"55",-0.00742322552050395,0.669033429841026
"56",0.00846324559163906,0.630974053141732
"57",0.0245468095938301,0.184864666790183
"58",0.00187290439653891,0.914557160821937
"59",0.0186660673683425,0.263772052761574
"60",0.0105966041739184,0.526914560730572
"61",0.00575897572019853,0.788871211985688
"62",-0.0100619455638097,0.569520931707772
"63",-0.00926885713398492,0.627465068273497
"64",0.0097254675879715,0.602520586568199
"65",0.0214842017570748,0.294683392074771
"66",0.00101143286370455,0.956320340947668
"67",0.0284308618057358,0.124749551765856
"68",0.00990442561656343,0.601994950280147
"69",-0.00428914665375688,0.834520390171943
"70",-0.00508866209787291,0.790487336991932
"71",0.0174989953299974,0.344322839664979
"72",-0.0195541505091379,0.320436444162533
"73",-0.00962565325710562,0.602719249535262
"74",0.0312885527150132,0.13863419168871
"75",0.00272606141721063,0.891470577942858
"76",-0.0269266498825447,0.111435849960765
"77",0.021513891622127,0.240223508419232
"78",0.0147994293346005,0.464409683636472
"79",0.00855775973661102,0.516548888297569
"80",0.0282742916404669,0.0244394609347642
"81",-0.00119320021553968,0.952809963255295
"82",0.0102143591821973,0.612559135370163
"83",0.0209253566419928,0.200881874320298
"84",-0.00167065113359453,0.930981181858045
"85",0.01307855245462,0.506040318499305
"86",-0.0255269664774051,0.195672273699559
"87",-0.00612558126539751,0.738162425112884
"88",0.00443108931508684,0.825281489178457
"89",-0.00489782612811959,0.805968511481997
"90",0.00937008261548523,0.650092915675001
"91",0.0320989915077427,0.0580578697202182
"92",0.0482709996753213,0.00467973053064449
"93",0.0574488850696721,0.0138985162609284
"94",0.00877205653674578,0.577415892553256
"95",-0.00678816731619486,0.743350359833292
"96",0.025984295466208,0.140095026772517
"97",0.0272677687226365,0.139559155633793
"98",0.0210715625905896,0.276108286638117
"99",0.00491698116794045,0.801510627647885
"100",0.0103113358072419,0.579190521899839
"hippocampus_data_L",0.0117479210033795,0.372896804473615
"hippocampus_data_R",0.000358499892727303,0.97661503999598
