,sub,node,episode,label,r
99,sub-01,10,10,reappraisal,0.162062175
100,sub-01,11,1,reappraisal,-0.290291646
101,sub-01,11,2,control,-0.341507133
102,sub-01,11,3,control,0.37877597
103,sub-01,11,4,reappraisal,0.528986541
104,sub-01,11,5,control,0.61001214
105,sub-01,11,6,reappraisal,0.403594204
106,sub-01,11,7,reappraisal,0.342721712
107,sub-01,11,8,control,0.378366949
108,sub-01,11,9,control,0.423858563
109,sub-01,11,10,reappraisal,-0.003145758
110,sub-01,12,1,reappraisal,-0.784417936
111,sub-01,12,2,control,0.138901285
112,sub-01,12,3,control,0.13823933
113,sub-01,12,4,reappraisal,0.567486965
114,sub-01,12,5,control,0.578184528
115,sub-01,12,6,reappraisal,0.719010278
116,sub-01,12,7,reappraisal,0.790540924
117,sub-01,12,8,control,0.605531981
118,sub-01,12,9,control,0.287389579
119,sub-01,12,10,reappraisal,-0.14131177
120,sub-01,13,1,reappraisal,0.28389154
121,sub-01,13,2,control,-0.131755
122,sub-01,13,3,control,-0.100453704
123,sub-01,13,4,reappraisal,0.137560666
124,sub-01,13,5,control,-0.081414334
125,sub-01,13,6,reappraisal,-0.254613919
126,sub-01,13,7,reappraisal,0.468317921
127,sub-01,13,8,control,0.264020321
128,sub-01,13,9,control,0.246734827
129,sub-01,13,10,reappraisal,0.216305393
130,sub-01,14,1,reappraisal,-0.591103192
131,sub-01,14,2,control,-0.102981593
132,sub-01,14,3,control,-0.02559435
133,sub-01,14,4,reappraisal,0.098941611
134,sub-01,14,5,control,0.277722578
135,sub-01,14,6,reappraisal,0.087253356
136,sub-01,14,7,reappraisal,0.558652561
137,sub-01,14,8,control,0.288124371
138,sub-01,14,9,control,0.395690632
139,sub-01,14,10,reappraisal,0.047037707
140,sub-01,15,1,reappraisal,-0.398621117
141,sub-01,15,2,control,0.649063941
142,sub-01,15,3,control,0.456835935
143,sub-01,15,4,reappraisal,-0.009445732
144,sub-01,15,5,control,-0.629830305
145,sub-01,15,6,reappraisal,-0.254383471
146,sub-01,15,7,reappraisal,0.649369939
147,sub-01,15,8,control,-0.414135402
148,sub-01,15,9,control,0.456061134
149,sub-01,15,10,reappraisal,0.579958402
150,sub-01,16,1,reappraisal,0.457618536
151,sub-01,16,2,control,0.64031961
152,sub-01,16,3,control,0.53357098
153,sub-01,16,4,reappraisal,-0.069326086
154,sub-01,16,5,control,0.045587202
155,sub-01,16,6,reappraisal,-0.102661421
156,sub-01,16,7,reappraisal,0.598685333
157,sub-01,16,8,control,0.453317754
158,sub-01,16,9,control,0.340685011
159,sub-01,16,10,reappraisal,0.228055071
160,sub-01,17,1,reappraisal,-0.466295824
161,sub-01,17,2,control,0.309220837
162,sub-01,17,3,control,-0.161453449
163,sub-01,17,4,reappraisal,0.12524938
164,sub-01,17,5,control,0.662951192
165,sub-01,17,6,reappraisal,-0.253307867
166,sub-01,17,7,reappraisal,0.075649246
167,sub-01,17,8,control,-0.121117008
168,sub-01,17,9,control,0.014535029
169,sub-01,17,10,reappraisal,-0.040198279
170,sub-01,18,1,reappraisal,0.392389309
171,sub-01,18,2,control,0.543831913
172,sub-01,18,3,control,-0.084723084
173,sub-01,18,4,reappraisal,0.255432473
174,sub-01,18,5,control,0.059297182
175,sub-01,18,6,reappraisal,-0.09280759
176,sub-01,18,7,reappraisal,0.105352081
177,sub-01,18,8,control,-0.322642009
178,sub-01,18,9,control,0.080383522
179,sub-01,18,10,reappraisal,-0.043869015
180,sub-01,19,1,reappraisal,-0.825756918
181,sub-01,19,2,control,0.050763738
182,sub-01,19,3,control,-0.308874763
183,sub-01,19,4,reappraisal,-0.088891859
184,sub-01,19,5,control,0.50483433
185,sub-01,19,6,reappraisal,0.172970887
186,sub-01,19,7,reappraisal,0.367890193
187,sub-01,19,8,control,-0.222769252
188,sub-01,19,9,control,0.349239659
189,sub-01,19,10,reappraisal,-0.336262487
190,sub-01,20,1,reappraisal,0.660600031
191,sub-01,20,2,control,0.627288669
192,sub-01,20,3,control,0.472565394
193,sub-01,20,4,reappraisal,-0.43428274
194,sub-01,20,5,control,-0.449802073
195,sub-01,20,6,reappraisal,0.201904963
196,sub-01,20,7,reappraisal,0.477738818
197,sub-01,20,8,control,-0.085804336
198,sub-01,20,9,control,0.399011813
199,sub-01,20,10,reappraisal,-0.287221555
200,sub-01,21,1,reappraisal,0.17896796
201,sub-01,21,2,control,0.405886985
202,sub-01,21,3,control,-0.028732
203,sub-01,21,4,reappraisal,0.198431021
204,sub-01,21,5,control,0.053210173
205,sub-01,21,6,reappraisal,0.057346254
206,sub-01,21,7,reappraisal,0.362020311
207,sub-01,21,8,control,0.096005758
208,sub-01,21,9,control,0.002604721
209,sub-01,21,10,reappraisal,0.036596403
210,sub-01,22,1,reappraisal,0.065249628
211,sub-01,22,2,control,0.460635872
212,sub-01,22,3,control,0.436538571
213,sub-01,22,4,reappraisal,-0.371689961
214,sub-01,22,5,control,-0.040214607
215,sub-01,22,6,reappraisal,0.244237833
216,sub-01,22,7,reappraisal,0.643938647
217,sub-01,22,8,control,0.039243157
218,sub-01,22,9,control,0.216727023
219,sub-01,22,10,reappraisal,0.151293594
220,sub-01,23,1,reappraisal,-0.133033968
221,sub-01,23,2,control,0.355061989
222,sub-01,23,3,control,0.181471406
223,sub-01,23,4,reappraisal,0.165199897
224,sub-01,23,5,control,0.236404062
225,sub-01,23,6,reappraisal,-0.120497567
226,sub-01,23,7,reappraisal,0.0973409
227,sub-01,23,8,control,0.069219178
228,sub-01,23,9,control,-0.163498663
229,sub-01,23,10,reappraisal,-0.030961375
230,sub-01,24,1,reappraisal,-0.80566967
231,sub-01,24,2,control,0.63386965
232,sub-01,24,3,control,0.574802255
233,sub-01,24,4,reappraisal,0.608173511
234,sub-01,24,5,control,0.685045446
235,sub-01,24,6,reappraisal,0.518548471
236,sub-01,24,7,reappraisal,0.827255136
237,sub-01,24,8,control,0.701483624
238,sub-01,24,9,control,0.319726035
239,sub-01,24,10,reappraisal,0.337538404
240,sub-01,25,1,reappraisal,-0.129390594
241,sub-01,25,2,control,0.407069413
242,sub-01,25,3,control,0.069087723
243,sub-01,25,4,reappraisal,0.427073304
244,sub-01,25,5,control,0.070920271
245,sub-01,25,6,reappraisal,-0.173390389
246,sub-01,25,7,reappraisal,0.463807005
247,sub-01,25,8,control,-0.124119887
248,sub-01,25,9,control,0.216378764
249,sub-01,25,10,reappraisal,0.104577382
250,sub-01,26,1,reappraisal,-0.698186606
251,sub-01,26,2,control,0.282559641
252,sub-01,26,3,control,-0.466202672
253,sub-01,26,4,reappraisal,0.428155841
254,sub-01,26,5,control,-0.27288001
255,sub-01,26,6,reappraisal,-0.500667412
256,sub-01,26,7,reappraisal,0.574577337
257,sub-01,26,8,control,-0.099042886
258,sub-01,26,9,control,0.451409384
259,sub-01,26,10,reappraisal,-0.139450057
260,sub-01,27,1,reappraisal,-0.41383033
261,sub-01,27,2,control,0.559906159
262,sub-01,27,3,control,-0.193332617
263,sub-01,27,4,reappraisal,-0.249310559
264,sub-01,27,5,control,0.066197072
265,sub-01,27,6,reappraisal,-0.579425307
266,sub-01,27,7,reappraisal,0.195504233
267,sub-01,27,8,control,-0.064294313
268,sub-01,27,9,control,0.229157162
269,sub-01,27,10,reappraisal,0.2742192
270,sub-01,28,1,reappraisal,-0.540431335
271,sub-01,28,2,control,0.778407975
272,sub-01,28,3,control,0.302347714
273,sub-01,28,4,reappraisal,0.128933984
274,sub-01,28,5,control,-0.736468938
275,sub-01,28,6,reappraisal,-0.278113946
276,sub-01,28,7,reappraisal,0.715326684
277,sub-01,28,8,control,-0.701764344
278,sub-01,28,9,control,0.862223468
279,sub-01,28,10,reappraisal,0.373029064
280,sub-01,29,1,reappraisal,0.021513611
281,sub-01,29,2,control,0.688538716
282,sub-01,29,3,control,0.268324218
283,sub-01,29,4,reappraisal,-0.27073824
284,sub-01,29,5,control,-0.439540039
285,sub-01,29,6,reappraisal,-0.252245044
286,sub-01,29,7,reappraisal,0.289879653
287,sub-01,29,8,control,0.096101559
288,sub-01,29,9,control,0.407857034
289,sub-01,29,10,reappraisal,0.232818316
290,sub-01,30,1,reappraisal,-0.581861305
291,sub-01,30,2,control,0.674578347
292,sub-01,30,3,control,-0.076227224
293,sub-01,30,4,reappraisal,0.023635174
294,sub-01,30,5,control,-0.633749961
295,sub-01,30,6,reappraisal,-0.523054495
296,sub-01,30,7,reappraisal,0.616584824
297,sub-01,30,8,control,-0.534333501
298,sub-01,30,9,control,0.792029907
299,sub-01,30,10,reappraisal,-0.073734973
300,sub-01,31,1,reappraisal,-0.451237543
301,sub-01,31,2,control,0.423905712
302,sub-01,31,3,control,0.013630859
303,sub-01,31,4,reappraisal,0.042751637
304,sub-01,31,5,control,-0.230580534
305,sub-01,31,6,reappraisal,0.399296774
306,sub-01,31,7,reappraisal,0.453003654
307,sub-01,31,8,control,-0.235978165
308,sub-01,31,9,control,0.12267349
309,sub-01,31,10,reappraisal,-0.141566222
310,sub-01,32,1,reappraisal,-0.275815729
311,sub-01,32,2,control,0.23721803
312,sub-01,32,3,control,0.183359871
313,sub-01,32,4,reappraisal,0.052226242
314,sub-01,32,5,control,0.047736741
315,sub-01,32,6,reappraisal,-0.230896551
316,sub-01,32,7,reappraisal,0.440577141
317,sub-01,32,8,control,-0.114659906
318,sub-01,32,9,control,0.363059878
319,sub-01,32,10,reappraisal,0.141817908
320,sub-01,33,1,reappraisal,0.567322969
321,sub-01,33,2,control,0.712615071
322,sub-01,33,3,control,0.432020672
323,sub-01,33,4,reappraisal,-0.230766068
324,sub-01,33,5,control,-0.065463048
325,sub-01,33,6,reappraisal,0.162798035
326,sub-01,33,7,reappraisal,-0.01416477
327,sub-01,33,8,control,-0.156692977
328,sub-01,33,9,control,-0.263365774
329,sub-01,33,10,reappraisal,-0.366614495
330,sub-01,34,1,reappraisal,0.077206907
331,sub-01,34,2,control,0.443700509
332,sub-01,34,3,control,0.168565067
333,sub-01,34,4,reappraisal,-0.14405299
334,sub-01,34,5,control,0.005489413
335,sub-01,34,6,reappraisal,0.195750418
336,sub-01,34,7,reappraisal,0.12180562
337,sub-01,34,8,control,-0.168142403
338,sub-01,34,9,control,0.12115975
339,sub-01,34,10,reappraisal,-0.154602588
340,sub-01,35,1,reappraisal,0.450799342
341,sub-01,35,2,control,0.568174521
342,sub-01,35,3,control,0.314101522
343,sub-01,35,4,reappraisal,-0.044656654
344,sub-01,35,5,control,-0.04794612
345,sub-01,35,6,reappraisal,0.327402751
346,sub-01,35,7,reappraisal,0.654736936
347,sub-01,35,8,control,0.374613034
348,sub-01,35,9,control,-0.118985505
349,sub-01,35,10,reappraisal,-0.351840797
350,sub-01,36,1,reappraisal,0.80496121
351,sub-01,36,2,control,0.456472398
352,sub-01,36,3,control,-0.246044074
353,sub-01,36,4,reappraisal,-0.716070202
354,sub-01,36,5,control,-0.880854692
355,sub-01,36,6,reappraisal,0.585369254
356,sub-01,36,7,reappraisal,0.352654804
357,sub-01,36,8,control,-0.270691515
358,sub-01,36,9,control,0.830221258
359,sub-01,36,10,reappraisal,-0.856265649
360,sub-01,37,1,reappraisal,0.017711737
361,sub-01,37,2,control,0.694708689
362,sub-01,37,3,control,0.425321965
363,sub-01,37,4,reappraisal,-0.558468428
364,sub-01,37,5,control,-0.314139125
365,sub-01,37,6,reappraisal,-0.230328175
366,sub-01,37,7,reappraisal,0.34162149
367,sub-01,37,8,control,-0.637192843
368,sub-01,37,9,control,0.68379491
369,sub-01,37,10,reappraisal,0.660911035
370,sub-01,38,1,reappraisal,-0.067234934
371,sub-01,38,2,control,0.217642493
372,sub-01,38,3,control,0.417463127
373,sub-01,38,4,reappraisal,0.174623677
374,sub-01,38,5,control,0.135882599
375,sub-01,38,6,reappraisal,0.158181709
376,sub-01,38,7,reappraisal,0.178962967
377,sub-01,38,8,control,-0.571379396
378,sub-01,38,9,control,0.356022164
379,sub-01,38,10,reappraisal,0.432172791
380,sub-01,39,1,reappraisal,0.20381587
381,sub-01,39,2,control,0.391684873
382,sub-01,39,3,control,0.795843529
383,sub-01,39,4,reappraisal,-0.329161678
384,sub-01,39,5,control,-0.475997435
385,sub-01,39,6,reappraisal,0.493189642
386,sub-01,39,7,reappraisal,0.28553831
387,sub-01,39,8,control,-0.392898272
388,sub-01,39,9,control,0.365840038
389,sub-01,39,10,reappraisal,-0.020490013
390,sub-01,40,1,reappraisal,0.323797946
391,sub-01,40,2,control,0.748024949
392,sub-01,40,3,control,0.545613703
393,sub-01,40,4,reappraisal,0.242365857
394,sub-01,40,5,control,-0.371080139
395,sub-01,40,6,reappraisal,-0.149962412
396,sub-01,40,7,reappraisal,0.270278836
397,sub-01,40,8,control,-0.470217199
398,sub-01,40,9,control,0.2732659
399,sub-01,40,10,reappraisal,0.309422124
400,sub-01,41,1,reappraisal,0.144434971
401,sub-01,41,2,control,0.544611888
402,sub-01,41,3,control,0.416920519
403,sub-01,41,4,reappraisal,0.029205411
404,sub-01,41,5,control,-0.333538863
405,sub-01,41,6,reappraisal,0.112923316
406,sub-01,41,7,reappraisal,0.460927243
407,sub-01,41,8,control,-0.402735551
408,sub-01,41,9,control,0.344266797
409,sub-01,41,10,reappraisal,0.421505186
410,sub-01,42,1,reappraisal,-0.517169178
411,sub-01,42,2,control,0.623017967
412,sub-01,42,3,control,-0.195968336
413,sub-01,42,4,reappraisal,0.414256751
414,sub-01,42,5,control,-0.105271534
415,sub-01,42,6,reappraisal,-0.561525623
416,sub-01,42,7,reappraisal,0.673565834
417,sub-01,42,8,control,-0.12892229
418,sub-01,42,9,control,0.245433043
419,sub-01,42,10,reappraisal,-0.041213858
420,sub-01,43,1,reappraisal,-0.488743166
421,sub-01,43,2,control,0.695834633
422,sub-01,43,3,control,-0.220691141
423,sub-01,43,4,reappraisal,0.283145806
424,sub-01,43,5,control,-0.018274471
425,sub-01,43,6,reappraisal,-0.158066661
426,sub-01,43,7,reappraisal,0.541908038
427,sub-01,43,8,control,0.025727938
428,sub-01,43,9,control,0.395560858
429,sub-01,43,10,reappraisal,-0.108213761
430,sub-01,44,1,reappraisal,-0.19376522
431,sub-01,44,2,control,0.632500918
432,sub-01,44,3,control,0.39469225
433,sub-01,44,4,reappraisal,0.258169565
434,sub-01,44,5,control,-0.492007674
435,sub-01,44,6,reappraisal,0.138139818
436,sub-01,44,7,reappraisal,0.025076049
437,sub-01,44,8,control,-0.209509447
438,sub-01,44,9,control,0.194316439
439,sub-01,44,10,reappraisal,0.236182231
440,sub-01,45,1,reappraisal,-0.133938361
441,sub-01,45,2,control,0.709847945
442,sub-01,45,3,control,0.069315384
443,sub-01,45,4,reappraisal,-0.409213076
444,sub-01,45,5,control,-0.681629056
445,sub-01,45,6,reappraisal,-0.351286325
446,sub-01,45,7,reappraisal,0.455974896
447,sub-01,45,8,control,-0.564747654
448,sub-01,45,9,control,0.447241538
449,sub-01,45,10,reappraisal,-0.237515359
450,sub-01,46,1,reappraisal,-0.594226856
451,sub-01,46,2,control,0.804053604
452,sub-01,46,3,control,-0.150353608
453,sub-01,46,4,reappraisal,0.182650063
454,sub-01,46,5,control,-0.372988582
455,sub-01,46,6,reappraisal,-0.121480493
456,sub-01,46,7,reappraisal,0.251588772
457,sub-01,46,8,control,-0.258567147
458,sub-01,46,9,control,0.433185093
459,sub-01,46,10,reappraisal,0.29350172
460,sub-01,47,1,reappraisal,0.132331938
461,sub-01,47,2,control,0.30851524
462,sub-01,47,3,control,0.315476729
463,sub-01,47,4,reappraisal,-0.044209831
464,sub-01,47,5,control,-0.254415031
465,sub-01,47,6,reappraisal,0.143829163
466,sub-01,47,7,reappraisal,0.111116727
467,sub-01,47,8,control,0.143056055
468,sub-01,47,9,control,-0.013690855
469,sub-01,47,10,reappraisal,-0.159440514
470,sub-01,48,1,reappraisal,-0.201760559
471,sub-01,48,2,control,0.503281458
472,sub-01,48,3,control,0.228161635
473,sub-01,48,4,reappraisal,-0.185391874
474,sub-01,48,5,control,0.064013418
475,sub-01,48,6,reappraisal,-0.051169626
476,sub-01,48,7,reappraisal,-0.337801464
477,sub-01,48,8,control,-0.232606449
478,sub-01,48,9,control,-0.215307105
479,sub-01,48,10,reappraisal,0.33508051
480,sub-01,49,1,reappraisal,0.288151138
481,sub-01,49,2,control,0.097576466
482,sub-01,49,3,control,0.134067211
483,sub-01,49,4,reappraisal,-0.225566067
484,sub-01,49,5,control,-0.224646522
485,sub-01,49,6,reappraisal,-0.149309921
486,sub-01,49,7,reappraisal,0.533700767
487,sub-01,49,8,control,0.01231169
488,sub-01,49,9,control,0.032542682
489,sub-01,49,10,reappraisal,-0.383279685
490,sub-01,50,1,reappraisal,0.063463139
491,sub-01,50,2,control,0.375551233
492,sub-01,50,3,control,0.473568086
493,sub-01,50,4,reappraisal,-0.289772736
494,sub-01,50,5,control,-0.004162489
495,sub-01,50,6,reappraisal,0.176814657
496,sub-01,50,7,reappraisal,0.025694097
497,sub-01,50,8,control,-0.374131748
498,sub-01,50,9,control,0.375522845
499,sub-01,50,10,reappraisal,0.056791158
500,sub-01,51,1,reappraisal,0.309894765
501,sub-01,51,2,control,-0.352911689
502,sub-01,51,3,control,-0.322482685
503,sub-01,51,4,reappraisal,0.047508476
504,sub-01,51,5,control,0.274487446
505,sub-01,51,6,reappraisal,-0.141012049
506,sub-01,51,7,reappraisal,0.064933291
507,sub-01,51,8,control,0.216440361
508,sub-01,51,9,control,-0.038478901
509,sub-01,51,10,reappraisal,0.193395395
510,sub-01,52,1,reappraisal,0.227191756
511,sub-01,52,2,control,0.413340356
512,sub-01,52,3,control,-0.051299043
513,sub-01,52,4,reappraisal,-0.310038106
514,sub-01,52,5,control,-0.056022976
515,sub-01,52,6,reappraisal,-0.162514921
516,sub-01,52,7,reappraisal,0.64308211
517,sub-01,52,8,control,0.615993597
518,sub-01,52,9,control,-0.097619157
519,sub-01,52,10,reappraisal,-0.168729258
520,sub-01,53,1,reappraisal,-0.065797743
521,sub-01,53,2,control,0.668276237
522,sub-01,53,3,control,0.086735391
523,sub-01,53,4,reappraisal,0.065594758
524,sub-01,53,5,control,0.30090553
525,sub-01,53,6,reappraisal,-0.291751915
526,sub-01,53,7,reappraisal,0.651299693
527,sub-01,53,8,control,0.3803999
528,sub-01,53,9,control,0.527083227
529,sub-01,53,10,reappraisal,0.183415164
530,sub-01,54,1,reappraisal,0.32859709
531,sub-01,54,2,control,0.395433021
532,sub-01,54,3,control,-0.09718418
533,sub-01,54,4,reappraisal,-0.438694944
534,sub-01,54,5,control,-0.248077552
535,sub-01,54,6,reappraisal,-0.265368601
536,sub-01,54,7,reappraisal,0.21868371
537,sub-01,54,8,control,0.418560253
538,sub-01,54,9,control,-0.164249917
539,sub-01,54,10,reappraisal,-0.384091599
540,sub-01,55,1,reappraisal,0.220009377
541,sub-01,55,2,control,0.497544807
542,sub-01,55,3,control,-0.614964467
543,sub-01,55,4,reappraisal,-0.268163588
544,sub-01,55,5,control,0.06246335
545,sub-01,55,6,reappraisal,-0.698142217
546,sub-01,55,7,reappraisal,0.572650129
547,sub-01,55,8,control,0.581287048
548,sub-01,55,9,control,0.15235423
549,sub-01,55,10,reappraisal,-0.481228889
550,sub-01,56,1,reappraisal,-0.26462469
551,sub-01,56,2,control,0.273224251
552,sub-01,56,3,control,0.134671204
553,sub-01,56,4,reappraisal,-0.175688607
554,sub-01,56,5,control,-0.027528139
555,sub-01,56,6,reappraisal,-0.238797824
556,sub-01,56,7,reappraisal,0.641741386
557,sub-01,56,8,control,0.017446694
558,sub-01,56,9,control,0.053346046
559,sub-01,56,10,reappraisal,-0.456749182
560,sub-01,57,1,reappraisal,0.175574217
561,sub-01,57,2,control,0.258403531
562,sub-01,57,3,control,-0.034769341
563,sub-01,57,4,reappraisal,-0.001238876
564,sub-01,57,5,control,0.176311681
565,sub-01,57,6,reappraisal,-0.383754577
566,sub-01,57,7,reappraisal,-0.023159978
567,sub-01,57,8,control,0.377928821
568,sub-01,57,9,control,-0.309743653
569,sub-01,57,10,reappraisal,0.462089172
570,sub-01,58,1,reappraisal,0.000284993
571,sub-01,58,2,control,0.353079455
572,sub-01,58,3,control,0.118222817
573,sub-01,58,4,reappraisal,-0.540483128
574,sub-01,58,5,control,-0.402659597
575,sub-01,58,6,reappraisal,-0.04424224
576,sub-01,58,7,reappraisal,0.562231303
577,sub-01,58,8,control,0.213712363
578,sub-01,58,9,control,0.194997186
579,sub-01,58,10,reappraisal,-0.322214148
580,sub-01,59,1,reappraisal,-0.332080123
581,sub-01,59,2,control,0.022216415
582,sub-01,59,3,control,0.166860602
583,sub-01,59,4,reappraisal,0.576783256
584,sub-01,59,5,control,0.739018266
585,sub-01,59,6,reappraisal,0.520615331
586,sub-01,59,7,reappraisal,0.843649713
587,sub-01,59,8,control,0.597498185
588,sub-01,59,9,control,0.473769692
589,sub-01,59,10,reappraisal,0.266348338
590,sub-01,60,1,reappraisal,0.073139912
591,sub-01,60,2,control,-0.329281543
592,sub-01,60,3,control,0.064792567
593,sub-01,60,4,reappraisal,0.615100315
594,sub-01,60,5,control,0.749260788
595,sub-01,60,6,reappraisal,0.514435687
596,sub-01,60,7,reappraisal,0.638397475
597,sub-01,60,8,control,0.479572824
598,sub-01,60,9,control,0.211067249
599,sub-01,60,10,reappraisal,0.202120973
600,sub-01,61,1,reappraisal,0.004106422
601,sub-01,61,2,control,-0.546387435
602,sub-01,61,3,control,0.116774598
603,sub-01,61,4,reappraisal,0.850382865
604,sub-01,61,5,control,0.877877157
605,sub-01,61,6,reappraisal,0.705271904
606,sub-01,61,7,reappraisal,0.94331476
607,sub-01,61,8,control,0.859191099
608,sub-01,61,9,control,-0.185632469
609,sub-01,61,10,reappraisal,0.106321372
610,sub-01,62,1,reappraisal,0.747259296
611,sub-01,62,2,control,-0.290290352
612,sub-01,62,3,control,-0.055242539
613,sub-01,62,4,reappraisal,0.346744173
614,sub-01,62,5,control,0.102644388
615,sub-01,62,6,reappraisal,-0.03446958
616,sub-01,62,7,reappraisal,0.380201505
617,sub-01,62,8,control,0.357981182
618,sub-01,62,9,control,-0.396057248
619,sub-01,62,10,reappraisal,0.31725494
620,sub-01,63,1,reappraisal,0.672343193
621,sub-01,63,2,control,-0.526310412
622,sub-01,63,3,control,0.128119473
623,sub-01,63,4,reappraisal,0.37702041
624,sub-01,63,5,control,0.09866186
625,sub-01,63,6,reappraisal,-0.226454914
626,sub-01,63,7,reappraisal,0.524845903
627,sub-01,63,8,control,-0.200992444
628,sub-01,63,9,control,-0.092474419
629,sub-01,63,10,reappraisal,0.489063012
630,sub-01,64,1,reappraisal,0.195585867
631,sub-01,64,2,control,-0.303418608
632,sub-01,64,3,control,-0.255067332
633,sub-01,64,4,reappraisal,0.386142582
634,sub-01,64,5,control,0.218995749
635,sub-01,64,6,reappraisal,-0.357673782
636,sub-01,64,7,reappraisal,0.374556932
637,sub-01,64,8,control,0.016639403
638,sub-01,64,9,control,0.138416832
639,sub-01,64,10,reappraisal,0.021484247
640,sub-01,65,1,reappraisal,0.459551721
641,sub-01,65,2,control,0.411385055
642,sub-01,65,3,control,-0.059996491
643,sub-01,65,4,reappraisal,-0.357130576
644,sub-01,65,5,control,0.249150937
645,sub-01,65,6,reappraisal,-0.347186051
646,sub-01,65,7,reappraisal,0.270112178
647,sub-01,65,8,control,0.069667989
648,sub-01,65,9,control,0.632915014
649,sub-01,65,10,reappraisal,-0.06879639
650,sub-01,66,1,reappraisal,-0.34013164
651,sub-01,66,2,control,0.394835388
652,sub-01,66,3,control,0.283127516
