"node","_Intercept__estimate","_Intercept__p_value","event_estimate","event_p_value","listenL1_greater_estimate","listenL1_greater_p_value","event_listenL1_greater_estimate","event_listenL1_greater_p_value"
"1",0.00272904189971563,0.838095120541986,0.00246512183135848,0.000239483774309239,0.00891467208115602,0.467988618840918,0.00115697770613542,0.0843349815602763
"2",0.0234017842153071,0.318261778484976,0.000762678187159816,0.51667330744353,0.0130352696958434,0.545406409635109,0.000593601935766643,0.613747720820444
"3",0.00744006672925042,0.617584849222806,0.000937137845424199,0.249068183364981,-0.00102267898633756,0.945283981315458,0.00121312086836242,0.135723876449092
"4",0.050281957526818,0.0137165460065292,-0.000433592875894462,0.696662333044321,0.0210236251740062,0.30250976257821,0.000412326167942018,0.7108533423953
"5",0.0225351935339656,0.246178480616077,0.00166228604772798,0.0987154546770866,0.00221097530147663,0.904605992644162,0.000909243822013563,0.366351190990928
"6",0.0089467519718339,0.612380529171223,0.00187427149347187,0.0387613670191634,0.00536170962905201,0.746928989287325,0.00136077578061186,0.133397416391202
"7",-0.0128668209301998,0.439569128278025,0.00319932198397389,0.000410601430305846,0.011330817240698,0.494235755354904,0.00119386761331129,0.186813174813737
"8",0.0218319059908198,0.226818637893344,-0.000304814308934408,0.746327345943411,-0.00798673163904763,0.643797462933579,0.00177375207398425,0.0598813178526879
"9",-0.0168679557029901,0.406865414921441,0.00250160282862437,0.0138294401946246,-0.00503136377598192,0.786940543874102,0.0014751273638087,0.146437554842669
"10",0.00707824754511567,0.758859028164513,0.00567249940140496,2.52809636547541e-09,-0.0105214348262716,0.544866267540397,0.00285863458843288,0.00259176235424928
"11",0.0329140730089839,0.0832122134131939,0.00192817542993084,0.0119355935448766,-0.0116880160542561,0.405460042709335,0.00238770699607995,0.00185820520249259
"12",0.0150290775678486,0.511015895471785,0.00302781014269193,0.0014562235512455,-0.00074854009621132,0.96571545905195,0.00219332870633255,0.0210432357508752
"13",-0.0043256747214806,0.810640506227675,0.00163021788146448,0.0870088514192435,-0.0041564833828827,0.811785252777683,0.00200398431198799,0.0354299256715615
"14",0.00158794067669004,0.92949525626547,0.0021235320291852,0.021367373392865,0.0109538898668926,0.516980994674603,0.00128057096602596,0.16502038078553
"15",-0.00131415586327285,0.938182452479226,0.00282818133928489,0.00224161591614406,-0.0215480995707228,0.203577762023853,0.00255094713505322,0.00583071586722694
"16",0.00511745044207506,0.78415512417043,0.00246988903176375,0.0133081231929567,-0.00700545929485089,0.701500572619134,0.0021139210736157,0.0340865107036978
"17",-0.0074381496830159,0.671789848168764,0.00295530503947951,0.00205267160700987,0.0105475236650401,0.547975105175433,0.00116084476083399,0.225550282296093
