,node,sub,r,label
135,2,31,0.06196808711824606,post
136,2,32,-0.0024780497422714513,pre
137,2,32,0.028219263007490048,post
138,2,33,0.0010833493815944517,pre
139,2,33,0.0020004287029640375,post
140,2,34,-0.012336660506314526,pre
141,2,34,0.03303527050972779,post
142,2,35,0.048976930205437516,pre
143,2,35,0.0601915506407676,post
144,3,0,0.022142831878673885,pre
145,3,0,8.004738896075942e-05,post
146,3,1,0.02778916336979296,pre
147,3,1,0.022540351230804716,post
148,3,2,0.014225924928255244,pre
149,3,2,0.012214704394688834,post
150,3,3,-0.01265214246927102,pre
151,3,3,0.09571643921146115,post
152,3,4,0.02160477613233292,pre
153,3,4,0.009253978602797523,post
154,3,5,0.006348243039065963,pre
155,3,5,0.03588279143735911,post
156,3,6,0.006266417936803307,pre
157,3,6,0.018012807645697133,post
158,3,7,0.00405011334835158,pre
159,3,7,0.0006361574126003609,post
160,3,8,0.030446437749137016,pre
161,3,8,0.037474732560338404,post
162,3,9,0.03187896763993329,pre
163,3,9,0.02077215675249789,post
164,3,10,0.014427814376178454,pre
165,3,10,0.10191262469937776,post
166,3,11,0.009925204555351575,pre
167,3,11,-0.007685104030231909,post
168,3,12,-0.0028879409992243416,pre
169,3,12,0.03502767589068488,post
170,3,13,-0.009248714146513227,pre
171,3,13,0.05514918486431677,post
172,3,14,0.03299309653755239,pre
173,3,14,0.05631053599321695,post
174,3,15,-0.004039582893097949,pre
175,3,15,0.0032859736658852725,post
176,3,16,0.011784713971535028,pre
177,3,16,0.02228339440994577,post
178,3,17,0.00872000264425023,pre
179,3,17,0.030795559207013355,post
180,3,18,0.0019107647924407826,pre
181,3,18,0.03075422823042311,post
182,3,19,0.037450284821116356,pre
183,3,19,0.05534767336647107,post
184,3,20,0.008723796080881658,pre
185,3,20,-0.0021413375542612893,post
186,3,21,0.005291757934692525,pre
187,3,21,0.07295276494106363,post
188,3,22,0.008772239018873518,pre
189,3,22,0.009718614993779233,post
190,3,23,0.004182626215783639,pre
191,3,23,0.04679925333675657,post
192,3,24,0.018323164232577085,pre
193,3,24,0.012777572004760105,post
194,3,25,0.008695070268048968,pre
195,3,25,-0.010135756005104857,post
196,3,26,0.021694792684815303,pre
197,3,26,0.028157226910721152,post
198,3,27,0.021320990732325018,pre
199,3,27,0.030948462944360926,post
200,3,28,0.040761221252430285,pre
201,3,28,0.013824329402166404,post
202,3,29,0.01464782610398804,pre
203,3,29,0.041030056782958714,post
204,3,30,0.06280229837279454,pre
205,3,30,0.051579113344736235,post
206,3,31,-0.004968559757419775,pre
207,3,31,0.045979929842883634,post
208,3,32,-0.005635000674906608,pre
209,3,32,0.031294224151404475,post
210,3,33,-0.00903480538937006,pre
211,3,33,0.03054990986655536,post
212,3,34,0.026174718529625454,pre
213,3,34,0.021622909282705084,post
214,3,35,0.01787199277719027,pre
215,3,35,0.011287484369153689,post
216,4,0,0.0207235006842002,pre
217,4,0,0.03527417254452848,post
218,4,1,0.05661453690468886,pre
219,4,1,0.06471342025976808,post
220,4,2,0.046900608860010254,pre
221,4,2,-0.01693386270133428,post
222,4,3,-0.013171008985277316,pre
223,4,3,0.08123400356812209,post
224,4,4,0.04786616938975309,pre
225,4,4,0.0037214892649467196,post
226,4,5,0.016524361692231964,pre
227,4,5,0.033645902993361745,post
228,4,6,0.025864272363066817,pre
229,4,6,-0.001031123383978701,post
230,4,7,0.025256104660520428,pre
231,4,7,5.950627736054023e-05,post
232,4,8,0.030580204995910104,pre
233,4,8,0.053563659375033976,post
234,4,9,0.009648563248780684,pre
235,4,9,0.03504925648404482,post
236,4,10,0.06369141439782765,pre
237,4,10,0.11533007300296175,post
238,4,11,0.028959188718674332,pre
239,4,11,-0.008643736063812442,post
240,4,12,0.00229453320564049,pre
241,4,12,0.03416934785309941,post
242,4,13,0.0726354617515847,pre
243,4,13,0.08725067786189487,post
244,4,14,0.0695198179057264,pre
245,4,14,0.06046788618883161,post
246,4,15,0.045521512625982315,pre
247,4,15,0.007069512345453903,post
248,4,16,0.014921105227275898,pre
249,4,16,0.06376650927591838,post
250,4,17,0.036664485728724425,pre
251,4,17,0.07655900062557648,post
252,4,18,0.025659666281937263,pre
253,4,18,0.06013458936886594,post
254,4,19,0.0348101372286804,pre
255,4,19,0.051640111097311064,post
256,4,20,-0.0018872398393446005,pre
257,4,20,-0.048556396429162936,post
258,4,21,-0.022455010713632977,pre
259,4,21,0.13005097290546302,post
260,4,22,0.03654198097961375,pre
261,4,22,-0.0018933489909466305,post
262,4,23,-0.013826639161629685,pre
263,4,23,0.04433263554070267,post
264,4,24,0.014910031746620037,pre
265,4,24,-0.004716233977027693,post
266,4,25,0.020445991637612883,pre
267,4,25,0.03377301341432877,post
268,4,26,-0.02144345413072138,pre
269,4,26,0.021968903828042723,post
270,4,27,-0.007905929564749609,pre
271,4,27,0.11050319547551346,post
272,4,28,0.033263080437083675,pre
273,4,28,0.04342499045903037,post
274,4,29,0.008600149321042446,pre
275,4,29,0.04456169474890551,post
276,4,30,0.09280069799703686,pre
277,4,30,0.1098471072109649,post
278,4,31,0.0302216488133664,pre
279,4,31,0.019768862336634937,post
280,4,32,-0.0029707776505781183,pre
281,4,32,0.04504827472507087,post
282,4,33,0.010869675556604584,pre
283,4,33,0.018070381526413156,post
284,4,34,-0.015967821913943456,pre
285,4,34,0.03702046357569209,post
286,4,35,0.03871275860467965,pre
287,4,35,0.03718649158633383,post
288,5,0,0.016743992126828863,pre
289,5,0,0.007854964799596314,post
290,5,1,0.040071969383279046,pre
291,5,1,0.02121770316459684,post
292,5,2,0.0052109723047225704,pre
293,5,2,-0.017473266468809562,post
294,5,3,-0.024237223876486247,pre
295,5,3,0.1346089090275621,post
296,5,4,0.017271829617317953,pre
297,5,4,-0.0069864669716780394,post
298,5,5,-0.00861516295767661,pre
