"node","_Intercept__estimate","_Intercept__p_value","event_estimate","event_p_value"
"1",-0.00468095298518793,0.762096268417716,0.0010811776507628,0.151333576163826
"2",0.0125640798166127,0.588155140783948,-9.44650915701312e-05,0.939391342868679
"3",-0.00151177131146071,0.925978702253183,0.000473821616566747,0.58831887151921
"4",0.0210778900042392,0.300934347853669,-0.000136048959885852,0.902568611710373
"5",0.0129914398099855,0.512162392463544,0.000805556098244295,0.455078670450525
"6",0.0122068051247899,0.543407921538354,0.000290889122411821,0.780904767895258
"7",-0.0351162258205898,0.085884152251428,0.00256176565270096,0.0217046381133381
"8",0.022163865268047,0.234399650410172,-0.00118749117001289,0.242876659502365
"9",-0.00608130522955422,0.755541708070326,0.000971360463992772,0.362075320192224
"10",-0.0339720631650483,0.162536166420461,0.00247515515155533,0.0261453585204381
"11",0.0210028482891933,0.321902359907177,-0.000295622796913257,0.755290011248677
"12",-0.0185482735538197,0.454162733873485,0.000824062853793502,0.484012200761247
"13",0.00956758562362242,0.655625674275614,-0.000984119449144129,0.386125645238405
"14",0.0157376680083441,0.404137399069158,-0.000718934273804059,0.471708847492935
"15",0.0237667118495969,0.242016895702119,-0.000314037663266704,0.7761648929758
"16",0.0200998325992364,0.324526998110136,-0.000393769723882908,0.71079048108128
"17",0.0065729843069837,0.73513198483329,-0.000525671642899501,0.619944488538946
"18",0.0114387060887945,0.544582030449687,0.000166432035841355,0.871614537187012
"19",-0.0031415407397596,0.891585546865321,0.00125538607356479,0.318203037433289
"20",0.00875714006745227,0.695165841149635,0.00168054069342167,0.163865029942963
"21",-0.0145634383440409,0.496940944587364,0.0012026865953959,0.303865743797965
"22",-0.0209027678781135,0.330157510753431,0.00205042419826835,0.0684392719450327
"23",-0.00865998324483636,0.613697768931887,0.00119631158844304,0.195505179074371
"24",-9.56196151667567e-05,0.996724954518568,0.000109064642099683,0.925865323065303
"25",-0.0256571264990099,0.110290989646101,0.00179827339729832,0.0349511316319051
"26",-0.00247720110645164,0.90134213628524,0.00120477895267647,0.24252997257438
"27",0.000561262440288863,0.978745896742337,0.00108633656138805,0.300652220794822
"28",-0.0262325045744347,0.288131909034038,0.00191929573047672,0.145821051367052
"29",0.000398222626147193,0.984021222087158,0.000854224991726389,0.402021466179347
"30",-0.0195029505041245,0.421808540932065,0.000812496081758796,0.530667260375083
"31",0.00104063738059005,0.949821473690673,0.000644689312190522,0.45015008280349
"32",-0.00212791215364385,0.867594000392543,0.000687951942772579,0.303125311833844
"33",-0.023604089177301,0.248078680791895,0.00338040810168706,0.0022265182613704
"34",0.00356496258056026,0.873663143324535,0.00072181188709758,0.511892424674419
"35",-0.0234010233069364,0.231113876585213,0.00224263322930865,0.0300097770193745
"36",0.0160156191604988,0.481318310041874,0.00140528797269096,0.257465512890377
"37",0.028289020605694,0.187457105722868,-0.000575587884926113,0.6113340201069
"38",-0.036837281300313,0.0305549917399284,0.00352023833365974,0.000156586406851063
"39",-0.0656857769971158,0.00364916427511771,0.005602218439644,3.42503661268319e-06
"40",-0.0495565758050651,0.0417940271277761,0.00434452728691953,0.00108954293369667
"41",-0.0186854762929887,0.404154923177013,0.00351426929403859,0.00300021505224111
"42",-0.00253584087196632,0.899944141499419,0.00112383442434529,0.261245598952087
"43",-0.00988279097791782,0.632064907031052,0.00153838925021388,0.153908078072204
"44",0.00277311074017381,0.896602286648687,0.000653716116932935,0.568246863657378
"45",0.0143033356445785,0.377859511144021,0.000213022802603737,0.809725010966178
"46",-0.0156207535076391,0.477055847079193,0.00238136491923563,0.0341274627277213
"47",-0.0282469500476534,0.214356311045268,0.0034219976732942,0.00366784094860937
"48",-0.0084208131149114,0.690004248208552,0.00250612630152459,0.0247916499394078
"49",0.0351860656745148,0.119587554335357,-0.000572989397171012,0.628783358798278
"50",0.021364733237245,0.282858182186792,0.000723953675349669,0.504675577622163
"51",0.00759769426853838,0.651359761960616,0.000264735055845433,0.757974452031052
"52",0.00160435877512515,0.938918126050003,0.000301206622415008,0.790729041469276
"53",0.007825602456588,0.703195488753686,0.000167021220795524,0.881422899537233
"54",0.0146482486062013,0.437242204350868,9.87643087500859e-05,0.920136911597536
"55",-0.00651793578205798,0.702969704437128,0.00131357270920553,0.15375105596317
"56",0.0270706801693479,0.166343151349389,-0.000757952364680638,0.456454089556965
"57",0.006070006042457,0.766693886539806,-0.000403703225748829,0.717569503548552
"58",0.0155534196882154,0.403233262147327,-0.000144632772565891,0.886223858960568
"59",-0.0221234640774055,0.283759505488678,0.00178832866367909,0.0594537793066355
"60",0.01181338712844,0.629539135093428,-0.000556216756220238,0.584264425415663
"61",0.00135961056526983,0.959183647339319,-0.000128903034227112,0.91440991381911
"62",0.0142092975240473,0.495372255670946,-0.00122207958037401,0.265457337276535
