"Node","Estimate","P_Value"
"1",0.00153512853775179,0.412810370907435
"2",0.00943378087965423,0.0955895627424116
"3",0.00862615451964388,0.00325739571385646
"4",0.0105304260125249,0.0221507554457805
"5",0.0117004534359013,0.0150872690804698
"6",0.00761869964436441,0.0171158771261626
"7",0.0150692777693545,0.00021071988449703
"8",0.0142769677376018,0.00082902418582395
"9",0.0121001843418159,0.0203905012885311
"10",-0.0123976463938776,0.00129883484693827
"11",-0.00359350858196861,0.20278999607804
"12",-0.00708960870251528,0.0848966594370857
"13",0.00187564910733997,0.607025865077556
"14",0.00630949463129942,0.0403478513709332
"15",0.0101867112520881,0.0128116621168407
"16",0.010258931149067,0.0185562636258314
"17",0.0170931377204841,0.000167424444548439
"18",0.0171992405322234,0.000365237149474208
"19",0.00852438423035653,0.0393909228374197
"20",0.0272188257433987,3.9192845895885e-07
"21",0.0130090504294892,0.00325527548290145
"22",0.0141860434622114,0.00062133265352073
"23",0.00642090966572807,0.0321529976624123
"24",0.0189216421354718,0.00181875308491454
"25",0.00402338213315531,0.0423010646535262
"26",0.00402666511700466,0.112122192364413
"27",0.0110231766514127,0.00863075650130013
"28",0.00623929647140892,0.168203346037765
"29",0.0082438303882576,0.0258932588377832
"30",0.00305899462000789,0.586060979168854
"31",-0.000356682957600277,0.834625398526195
"32",-0.00046549272662531,0.723018289572182
"33",0.00852078853521186,0.0143897748948564
"34",0.0263662652746884,1.35502567229481e-07
"35",0.0132818052387387,0.000495091432482502
"36",0.0198801831681696,0.00511096103575682
"37",0.0101402267030364,0.0036335684913606
"38",-0.0025564416240511,0.317576079040932
"39",-0.00562738615216276,0.22580293891847
"40",0.00186399182768946,0.725936786996595
"41",0.0252234252204697,1.72082093985928e-06
"42",0.00586593782089577,0.025936006742387
"43",0.00262873898192477,0.458853134077459
"44",0.0100849302923887,0.0284785114991611
"45",0.00891739938503492,0.00148040545305111
"46",0.010025888016798,0.0580284514774804
"47",0.0108082483358319,0.00158905291624225
"48",0.0106913912140169,0.00632955528233191
"49",0.00578721338547663,0.0991450992602328
"50",0.0169207469588116,0.000125992180707028
"51",0.00371029579044378,0.0785307078898617
"52",0.00744274093246865,0.0211269019560188
"53",0.0086686781142547,0.0114542053016332
"54",0.00821044986213615,0.0268658896938877
"55",0.00921574645693591,0.00725389152782962
"56",0.00551547328515989,0.0495162363447556
"57",0.0118866477610681,0.00592068007557379
"58",0.0121970223127848,0.00804271142679214
"59",-0.00603234673392223,0.0510442305217085
"60",-0.00122623855032383,0.582545023536166
"61",-0.00461351018355852,0.284079971110974
"62",0.00231625503782422,0.581692228988029
"63",0.00722504573180741,0.086550196909856
"64",-0.00062357359801337,0.887790290096007
"65",0.00669838430530475,0.0755889602672677
"66",0.00841910051521146,0.0439890588711188
"67",0.0213148220356738,7.37479000956146e-06
"68",0.00638624520054148,0.0641665470143191
"69",0.0118146220886799,0.00767575593560994
"70",0.0226941500996031,4.90768163290949e-06
"71",0.0206184174223729,0.00027317018545923
"72",0.0196301919162982,9.46491683252544e-06
"73",0.00924090839172904,0.013544752391031
"74",0.01543949322022,0.008928046676602
"75",0.013356213332885,0.00215182869585109
"76",0.00454049195993695,0.130822989744165
"77",0.00548792439460043,0.028354622461617
"78",0.00595016653443281,0.149646054715136
"79",0.00536131217959481,0.00682519101473319
"80",0.0013999800188593,0.267788458689125
"81",0.0212489060642981,0.000132888169211559
"82",0.0259475832212454,1.15323921379023e-06
"83",0.00990293455417599,0.00030244894082534
"84",0.0182692356960985,3.60022497079317e-05
"85",0.0108631735582255,0.0261890732669588
"86",0.027266266972818,1.89874762321225e-06
"87",0.00963051423009247,0.000940067944435262
"88",0.00217686669089678,0.567963914155115
"89",0.0200364085557784,2.54244043746694e-05
"90",0.0286427381818229,4.8710548880637e-07
"91",0.0073855130660524,0.0148991030550301
"92",-0.00130625187214711,0.559568790586803
"93",-0.00223100609336129,0.634917471593301
"94",0.00394627953063765,0.0742998633820938
"95",0.0128121097684548,0.0102413908679116
"96",0.00978339189872451,0.0120190133266745
"97",0.0165556635890418,0.000482063754131829
"98",0.01209439090974,0.000727513003533725
"99",0.00498662634876084,0.158814803713499
"100",0.0140673762975001,0.000313586254870278
"hippocampus_L",0.00575887234341262,0.0019437619818804
"hippocampus_R",0.00706661647991867,0.0240534960612852
