"Node","Estimate","P_Value"
"1",0.00175079192933618,0.354142596492097
"2",0.00932795951708182,0.0969339257502481
"3",0.00873600504741113,0.00247033154735527
"4",0.0104974238501093,0.0239981203584738
"5",0.0113087891703185,0.0180559296126591
"6",0.0077828986777168,0.0118165198429332
"7",0.0153351739297177,0.000186426587372175
"8",0.0141834267875213,0.000934101525947258
"9",0.01184123486536,0.0188291790290387
"10",-0.011757499992842,0.00241186268864679
"11",-0.00315341036537577,0.270547456084538
"12",-0.0076023658641648,0.0650043370527751
"13",0.00175303309921656,0.632479888097817
"14",0.006519062907915,0.0329525218099067
"15",0.00993353369116304,0.0133061069502035
"16",0.0103742664668103,0.0152986533579033
"17",0.0174398638757565,0.000129709109330036
"18",0.01701161682134,0.000341269165736741
"19",0.00839472653098106,0.0419903873222576
"20",0.0269257202658072,4.8409856442188e-07
"21",0.0125778547938088,0.00421471130766461
"22",0.0137435462398519,0.000783620347519537
"23",0.00627487635680897,0.0337092758456712
"24",0.0186812044526394,0.00187425375349607
"25",0.0038790460942479,0.048984142310582
"26",0.00394183871536057,0.108892954516343
"27",0.0101888583452891,0.0108392374972686
"28",0.00566890595243872,0.217511190213189
"29",0.00802131481279087,0.0255523106214783
"30",0.00308684765706981,0.584127737413787
"31",-0.000117973662512318,0.945561842384219
"32",-0.000397873337681094,0.75964897296655
"33",0.00832465356668917,0.0153571201391464
"34",0.025965387784922,2.51810491272914e-07
"35",0.0125827126028777,0.000581436255478742
"36",0.0191488754220646,0.00528972122126316
"37",0.010328548070459,0.00258218923717976
"38",-0.00233451458187158,0.354367241993887
"39",-0.0049834330322268,0.276731890384154
"40",0.00242522943583917,0.64186686749857
"41",0.0252056151951922,1.65604086719816e-06
"42",0.0058214774621018,0.026755083872011
"43",0.00283113249745317,0.428298080411801
"44",0.00973726509618322,0.0322334468421494
"45",0.00928088043077662,0.00053143383031343
"46",0.0098479957034023,0.0592055436786771
"47",0.0105629937206463,0.00194057021280927
"48",0.0107269588169034,0.00522724294017587
"49",0.00631582854915309,0.0666425321468179
"50",0.0172292047221242,9.194992326069e-05
"51",0.00359684861314422,0.0849224345979708
"52",0.00739018710252381,0.0222739116264939
"53",0.00902084593536727,0.0073648917911636
"54",0.00857584999284959,0.0205656578724312
"55",0.00900259828422158,0.00789798979063309
"56",0.00540613916393622,0.0536156172246606
"57",0.0112559537157523,0.00812911858452734
"58",0.0115716218436939,0.00962036775191592
"59",-0.00573646057142727,0.0557333673702998
"60",-0.000685026213429042,0.762701435223152
"61",-0.00406943035962654,0.358192599266247
"62",0.00220435704095028,0.606717847779657
"63",0.00676173665808107,0.10910549383529
"64",-0.000796851832089383,0.857257350856619
"65",0.00646228589605591,0.0775542053342701
"66",0.00860884985710776,0.0363627519974957
"67",0.0218581371067815,3.62898823539261e-06
"68",0.00539543453359561,0.110764224126335
"69",0.0114638992328558,0.00888559701658342
"70",0.0222503822180308,4.8191666109871e-06
"71",0.020918316023823,0.000173845895910884
"72",0.0193353131028438,7.61907507463907e-06
"73",0.00895720455566481,0.015318303936848
"74",0.0153974353819212,0.00888691302884977
"75",0.0135796242713325,0.00197338824243058
"76",0.00471987357452391,0.111134246206083
"77",0.00491791086132931,0.0516152268187983
"78",0.00628879483158225,0.125978402377833
"79",0.00545077962099997,0.0069635291236951
"80",0.00132935135563818,0.292214990013817
"81",0.0214064200480622,0.000123418893614246
"82",0.026053585571291,1.487252103815e-06
"83",0.010078774744532,0.00028058496940796
"84",0.0179723075554506,4.00663945979302e-05
"85",0.00995394148710783,0.0375484015831066
"86",0.026364756912416,1.99135769947495e-06
"87",0.00947058243929957,0.00131455271620332
"88",0.00233221096000083,0.543642165779294
"89",0.0198612618619705,1.61069161615386e-05
"90",0.0282775064791098,1.20218375247082e-06
"91",0.00707639164704625,0.0186235346768265
"92",-0.00121706704680221,0.583428406040513
"93",-0.0021918319735351,0.642296185863452
"94",0.00414485639249604,0.0542450546891622
"95",0.0129454097088685,0.00790812723219305
"96",0.00959977979906503,0.013615384925648
"97",0.0174281157628146,0.000257548404978897
"98",0.0122236997543618,0.000466314394215551
"99",0.00582112280806118,0.0950038942968208
"100",0.0143766253848881,0.000235304380045542
"hippocampus_L",0.00576276742174161,0.00207937087146091
"hippocampus_R",0.00713065673309738,0.0263703052049315
