"Node","Estimate","P_Value"
"1",0.0016665429994925,0.384705882221034
"2",0.00911449488883469,0.0978057764140485
"3",0.00885480527697364,0.00131286239038172
"4",0.0105754124981499,0.0224317814957338
"5",0.0123277059140982,0.00828189024273906
"6",0.00728232908802072,0.0275453832279677
"7",0.0152180423929394,0.000246345853965894
"8",0.0137725859989647,0.000915642027511962
"9",0.0122244238050966,0.0175789684351598
"10",-0.0123337171416273,0.00125356030621613
"11",-0.00319858239386011,0.255662820601268
"12",-0.00694113474820574,0.0845005065824536
"13",0.00112601311837162,0.748364304114592
"14",0.0055890672399012,0.0753218104653348
"15",0.0101459014678101,0.0109491490927111
"16",0.010102853839757,0.0184050619661729
"17",0.0164215699997122,0.000331848891688458
"18",0.0175851326633199,0.000277391340429606
"19",0.00992917350475375,0.0160464606549064
"20",0.0277140895312894,7.67435322379478e-08
"21",0.0132271129838646,0.00213166627823937
"22",0.0132473852752663,0.00128761113551142
"23",0.00715700056460305,0.0177856336097867
"24",0.0193470349585095,0.00183344913696224
"25",0.00400240741346926,0.0345919283216428
"26",0.00401525969693461,0.135136656790885
"27",0.0117789231455385,0.00824012726557784
"28",0.00599515400404889,0.20081126571497
"29",0.00799280065617361,0.0304080867295847
"30",0.00205246679436817,0.715818932675187
"31",-0.000548709903390109,0.763901416455355
"32",-0.00102519576351321,0.441350070986069
"33",0.00767297854538847,0.0305694678059584
"34",0.0253144284483982,4.94206221409114e-07
"35",0.0134051765144401,0.00022228880831922
"36",0.0202955242279671,0.00211786878820499
"37",0.011224587110285,0.00182706428000175
"38",-0.00195175438043036,0.455837580619835
"39",-0.00603240622201893,0.23580007935067
"40",0.000992419963103462,0.860332346445978
"41",0.0252209684719112,4.3283263350401e-06
"42",0.00643741162217536,0.0123915711090289
"43",0.00289783203747601,0.430383620008119
"44",0.0110559328235345,0.0203690572788823
"45",0.00913793585302006,0.00299396510253967
"46",0.0104750240362911,0.0528265693438645
"47",0.0111702233618151,0.00140927088498155
"48",0.0110586153685811,0.00363022553988505
"49",0.00545840556479146,0.106288577664057
"50",0.0174727965205642,0.000124343206547882
"51",0.00314831534698159,0.123082999526961
"52",0.00661245213534551,0.0402442996697735
"53",0.00919464251923571,0.0097833373466752
"54",0.00814216404675823,0.030920597485388
"55",0.00943923402659876,0.00643037141299755
"56",0.00541087522799659,0.0467772305520013
"57",0.0119361943806486,0.00660616567930578
"58",0.0137032144230546,0.0025342093839428
"59",-0.00585986373600605,0.0456244908512999
"60",-0.000642955723952905,0.786927223528115
"61",-0.00360797890938759,0.394274137753143
"62",0.00249192484226229,0.540034130424034
"63",0.00601264895113449,0.136536135363573
"64",0.000199286703033581,0.964039805559264
"65",0.00619510694966781,0.0903368894043568
"66",0.00862328416268703,0.0357977266859716
"67",0.0216913845660404,7.32667793484027e-06
"68",0.00748572358756212,0.0310984317011825
"69",0.0135889452812559,0.00454657208265702
"70",0.0233275215118724,5.40907147522058e-06
"71",0.0217309371136354,0.000148424121934495
"72",0.0203996289162152,7.1898046850537e-06
"73",0.00963354056297049,0.013369600223454
"74",0.0145356354202987,0.0161832447183408
"75",0.0124597760423121,0.00516621484078209
"76",0.00503914707012414,0.109908481227903
"77",0.00576291772653074,0.0186534769252115
"78",0.00595777515097911,0.171019735401136
"79",0.00527895025208314,0.00687126969647224
"80",0.00135515715245281,0.289003445470501
"81",0.0218535209425806,6.72571333688402e-05
"82",0.0258934508254028,3.64306629471941e-06
"83",0.0100259783987997,0.000516239755237118
"84",0.018625201379082,9.20796448049258e-05
"85",0.0113994345385302,0.0237844556711508
"86",0.0262400135505355,1.07274170861071e-05
"87",0.0100387060776835,0.00103896126964635
"88",0.00268124831304029,0.497380141803025
"89",0.0211300065509408,5.09929832859741e-06
"90",0.0289322648443943,5.38161728981063e-07
"91",0.00806269660863284,0.0102607401245815
"92",-0.000842225785759848,0.716252073232295
"93",-0.00156194320675697,0.735737530645252
"94",0.00315745880157875,0.150678837011109
"95",0.0129965675869198,0.0135986858849134
"96",0.010027139551398,0.0128108057794027
"97",0.0171521407636265,0.000477192273568564
"98",0.0121251735826379,0.000997464314226035
"99",0.00470564407092118,0.158245476201951
"100",0.0154956779237383,7.67113936880796e-05
"hippocampus_L",0.00555851534157411,0.00197036624899879
"hippocampus_R",0.00775992372118264,0.0101847351283532
