"Node","Estimate","P_Value"
"1",0.00163300953742315,0.381353192656539
"2",0.00858452996092877,0.119729340060613
"3",0.00847289710936678,0.00274205200028608
"4",0.010467724262239,0.0205880132305506
"5",0.0116487095836218,0.0119655857655205
"6",0.00689735035863295,0.0282881226877965
"7",0.0151043558856818,0.000215224750852157
"8",0.0136526116448564,0.00123275760699753
"9",0.0110503378711308,0.030979736680433
"10",-0.0126439990185612,0.00099537825866449
"11",-0.00385333912361937,0.176523938176978
"12",-0.00666301157584915,0.105535518028003
"13",0.00148890440193595,0.673250184575318
"14",0.00603709375927868,0.05012250137014
"15",0.00963961965272451,0.0165538710605849
"16",0.00989035119356253,0.0218373050933837
"17",0.0169576962407157,0.000141294459608038
"18",0.017217342583619,0.00034185144384018
"19",0.00929978945657952,0.0222142994687066
"20",0.0272006369925319,3.46790866028751e-07
"21",0.013471501203086,0.00206743837743591
"22",0.0137045472208772,0.000699374614104313
"23",0.00693075664397001,0.0221998469660283
"24",0.0186758959024487,0.00263828825135235
"25",0.00414594385589361,0.0275311522754263
"26",0.00412608094320984,0.107251842465477
"27",0.0113038751051935,0.00846601267293665
"28",0.0056437499980143,0.218488750247775
"29",0.00766097610400982,0.0368689022017121
"30",0.00238425208083197,0.672351036242764
"31",-0.000521288406810065,0.773620891266959
"32",-0.000841829399367794,0.528192438106336
"33",0.00826960030137415,0.018266028349785
"34",0.0254685120162536,4.8691920887324e-07
"35",0.0127609364681475,0.000635641744017715
"36",0.0196441196261845,0.00468964055211191
"37",0.00971227240386095,0.006266976462105
"38",-0.00198816760197875,0.426919235935415
"39",-0.00566155745254103,0.233120702132642
"40",0.00159454554806257,0.773492843691872
"41",0.024489780263334,2.78415548286544e-06
"42",0.00599487549163104,0.0237247574051148
"43",0.00233686478313125,0.51208164290161
"44",0.0096829168699155,0.0353841877766737
"45",0.00855471730883984,0.00308239733518862
"46",0.00971457394612834,0.0683930097702683
"47",0.0107996795868467,0.00164481198260458
"48",0.0102419398703956,0.00765321337556102
"49",0.00531734094005804,0.125400933544621
"50",0.0164396777445391,0.000178068954099425
"51",0.00325147865903762,0.11605403629734
"52",0.00630338181725626,0.0432331470723043
"53",0.00874608443669329,0.0141634741447123
"54",0.00749222326018022,0.0447399804704719
"55",0.00838901924761372,0.0127209199271857
"56",0.00554632804772548,0.0519616642718081
"57",0.0115552378294868,0.00801065776365084
"58",0.0119859308400568,0.00639203664153454
"59",-0.00656371742934831,0.0301823596038342
"60",-0.00100826178539651,0.655145887647549
"61",-0.00493524093332527,0.252527217750658
"62",0.00199435649392573,0.61572405527142
"63",0.00631864981289635,0.132640481729425
"64",-0.000685470829063662,0.875387452644903
"65",0.00587693779146014,0.114402307038554
"66",0.00829376919735765,0.0457068190524273
"67",0.0211463294101401,9.36746374054572e-06
"68",0.00663264117662187,0.0600872212879451
"69",0.0121252092323524,0.0086489692052425
"70",0.0225572740817134,7.57843458457154e-06
"71",0.0212378370755471,0.00017011397095748
"72",0.0202542235433471,5.62791114119819e-06
"73",0.00927687802273704,0.0160743142057588
"74",0.0151175134427071,0.00928273436309059
"75",0.0135936830703872,0.00279009875367398
"76",0.00426708800626053,0.156129954806781
"77",0.00533825630376166,0.0313440914874922
"78",0.005380259529938,0.203738893657496
"79",0.0051715863215124,0.0102161882747225
"80",0.00118165091600286,0.350011026550594
"81",0.0219097297879112,8.22673491118743e-05
"82",0.0250356802282358,5.01910281885631e-06
"83",0.00930438062657491,0.000426687775432517
"84",0.0179158742925827,5.63759467711343e-05
"85",0.0107867697251642,0.031133520665714
"86",0.0262723608686894,5.51323087863261e-06
"87",0.00934678674790631,0.00144359610232045
"88",0.00232455610276074,0.554354440007773
"89",0.0196721358549887,3.34864304366168e-05
"90",0.0288012894380027,6.81930782287367e-07
"91",0.00736748507095573,0.0150777006604928
"92",-0.00104257129677252,0.656083811291271
"93",-0.00224131234093572,0.638765709106192
"94",0.00341140591687873,0.121173424370888
"95",0.0124859484821359,0.0138447212460526
"96",0.00946271302834222,0.0172971817138442
"97",0.0162841534112283,0.000588483625951697
"98",0.0118909384842974,0.00119073172900565
"99",0.00454523640340823,0.186824446785173
"100",0.0141174430793917,0.00021144392930121
"hippocampus_L",0.00589670253776306,0.0010009786587426
"hippocampus_R",0.00678356925444375,0.0280436016141709
