"node","n_sub","mean_L1","mean_L2","mean_diff","t","p","p_fdr"
"30",36,0.000164058431080415,-4.83465075418868e-06,0.000168893081834604,3.36378548952603,0.00187466218269198,0.00415685962249092
"50",36,0.000128091557916913,-2.45516688342537e-05,0.000152643226751167,3.31114852630465,0.00216339735497905,0.0046950325576141
"74",36,0.000182325527633652,1.91520077921228e-05,0.000163173519841529,3.30212210184358,0.00221700159714127,0.0047111283939252
"28",36,0.000165017068961311,-9.90974516142852e-06,0.00017492681412274,3.23875389316648,0.00263063852130005,0.0053665025834521
"hippocampus_L",36,0.000136133587780213,2.50237589243516e-05,0.000111109828855862,3.24613810308037,0.00257889492425124,0.0053665025834521
"54",36,0.000172490814587631,-3.9388501234194e-06,0.000176429664711051,3.22053943540165,0.00276253725974557,0.00552507451949114
"98",36,0.000133787075378326,1.7811603000886e-06,0.000132005915078237,3.19016854998894,0.00299657796868886,0.005877902938582
"37",36,0.00018218252306982,-6.01581366973905e-06,0.000188198336739559,3.15005058135823,0.00333475190140797,0.0061179205040964
"60",36,0.000171080276108849,5.3048532627389e-05,0.00011803174348146,3.15422531742591,0.00329793906674402,0.0061179205040964
"84",36,0.000181095250494795,-5.25641760450811e-06,0.000186351668099303,3.15264026069645,0.00331187041663939,0.0061179205040964
"86",36,0.000154447885880476,4.28969355221996e-06,0.000150158192328256,3.14734045700906,0.00335885831597449,0.0061179205040964
"52",36,0.000141082613128477,-3.69830395541346e-05,0.000178065652682612,3.13046845874035,0.00351269564732942,0.00628587642153686
"24",36,0.000199404544434372,6.34891203049364e-05,0.000135915424129436,3.09618681321052,0.00384609991148766,0.00676383087882312
"46",36,0.000203524710296596,1.03863349407431e-05,0.000193138375355853,3.08909272847049,0.00391873994351702,0.00677477074980908
"53",36,0.000110378412211381,-1.55157184952511e-05,0.000125894130706632,3.0754498577156,0.00406210341314395,0.00690557580234472
"11",36,0.000138233105416084,1.42915838559456e-05,0.000123941521560138,3.04585506943144,0.0043903369926268,0.00722281247174087
"58",36,0.000107007877661791,-3.60979883648608e-05,0.000143105866026652,3.05007127041655,0.00434209002401812,0.00722281247174087
"78",36,0.00018356105001936,1.388489584956e-05,0.0001696761541698,3.03693791063734,0.00449405221324163,0.00727608453572454
"82",36,0.000126032317763444,-3.29462619292809e-05,0.000158978579692725,3.01684236615567,0.00473633103105395,0.00754852758074224
"61",36,0.00018009429893397,3.50349999584272e-05,0.000145059298975543,2.99562981546972,0.00500542342498158,0.00785466445150955
"55",36,0.000110302534436783,-3.05018815434442e-05,0.000140804415980227,2.96642938657303,0.00539949346401987,0.00834467171712161
"83",36,0.000118733151434321,-6.3798518272312e-06,0.000125113003261552,2.95655866187901,0.00553918309219365,0.008432786200056
"90",36,0.000152076716492985,-1.60724030916792e-05,0.000168149119584665,2.93874529288896,0.00579992127054721,0.00869988190582082
"21",36,0.000139066896670114,-5.31471309064827e-06,0.000144381609760762,2.92739016209288,0.00597210556889512,0.00882832997141018
"63",36,0.000175314062457409,2.45321999452342e-05,0.000150781862512174,2.91689902812994,0.00613544719648151,0.00886161537038064
"65",36,0.000213047281286556,5.77435964180087e-05,0.000155303684868547,2.90936928161969,0.00625525790850398,0.00886161537038064
"85",36,0.00015026594673321,1.02380280272112e-05,0.000140027918705999,2.91222201821664,0.0062096099933979,0.00886161537038064
"40",36,0.00026647176565082,8.0334170951264e-05,0.000186137594699556,2.88397154120261,0.0066757714764229,0.00932779028212514
"12",36,0.000162793296147606,3.59985404807488e-05,0.000126794755666857,2.71215920723868,0.0102937640849614,0.0141887018468386
"7",36,0.000164803129477251,1.86976092453572e-05,0.000146105520231894,2.70122322230597,0.0105768827478763,0.0141952900037287
"95",36,0.000155399512851096,-4.7006810797742e-07,0.000155869580959074,2.70170576058701,0.0105642396197623,0.0141952900037287
"91",36,0.000103833787360185,-1.14988442738069e-05,0.000115332631633992,2.68331549017988,0.0110561327518696,0.0146457862427363
"33",36,0.000158875506698001,3.02503401909567e-05,0.000128625166507044,2.67121512896581,0.0113912727291642,0.0148962797227532
"56",36,0.000127057929512773,6.35641336710625e-07,0.000126422288176062,2.64439332932965,0.0121679400972951,0.0155218198077347
"96",36,0.000136016812174979,-4.82288056948089e-06,0.000140839692744459,2.64419114265705,0.0121739763197919,0.0155218198077347
"hippocampus_R",36,0.00012565181924379,9.28569472044183e-06,0.000116366124523349,2.62429260286478,0.0127817595487685,0.0160955490614122
"49",36,0.0001415555687767,-1.03016095593705e-05,0.000151857178336071,2.58359044322108,0.0141130920799314,0.0174718652065181
"5",36,0.000125000411081405,-1.06910625854149e-05,0.00013569147366682,2.58055568093649,0.0142173020798137,0.0174718652065181
"71",36,0.000170574925292785,3.92585010963343e-05,0.000131316424196451,2.53106054422996,0.0160198901305488,0.019242220584228
"97",36,0.000146501153675241,4.54244560536066e-07,0.000146046909114705,2.53066294220105,0.01603518382019,0.019242220584228
"88",36,0.000157469318882945,1.45258677430124e-05,0.000142943451139933,2.51472823800778,0.016659238075516,0.0197586312058446
"44",36,0.00015718035588957,-8.8816074462839e-07,0.000158068516634199,2.50651637433164,0.0169894545959727,0.0199186709056231
"9",36,0.000112712840700217,-1.13068972098188e-05,0.000124019737910036,2.50098213856849,0.017215365669912,0.0199541738446707
"93",36,0.000196419581448081,3.58625551846052e-05,0.000160557026263476,2.48006032179699,0.0180944566608996,0.0207374671844018
"57",36,0.00011585895251871,-2.52496055620744e-06,0.000118383913074917,2.47279418435695,0.0184092331552789,0.0208637975759828
"14",36,0.000192877669894513,4.34341393788873e-05,0.000149443530515626,2.25516855154349,0.0304802193586643,0.0341646414789424
"75",36,0.000163176200178934,4.60697823122618e-05,0.000117106417866672,2.20599697829746,0.0340417282326781,0.0377419160840562
"20",36,0.000169538423666731,4.85505546971642e-05,0.000120987868969567,2.14502403406089,0.038970300302899,0.0427416196870505
"100",36,9.8063971170334e-05,8.67165506871697e-06,8.9392316101617e-05,1.99641188547618,0.0537142871715023,0.0582857158669493
"4",36,0.000135911020198003,2.64682052749416e-05,0.000109442814923062,1.94868758835928,0.0593849674725457,0.0630965279395799
"6",36,7.42536631207165e-05,-4.08788626237573e-05,0.000115132525744474,1.94942647650466,0.059293364847515,0.0630965279395799
"19",36,0.000150358916512123,2.86652948383152e-05,0.000121693621673807,1.63616839596164,0.110766777880385,0.116476405606178
"99",36,0.000122175130144783,3.24183112131961e-05,8.97568189315871e-05,1.62933394687512,0.112211228412033,0.1167912785513
"17",36,9.53973519341233e-05,2.15812616954872e-05,7.38160902386361e-05,1.49109817408377,0.144894279689384,0.149285015437547
"2",36,5.89952404585785e-05,-1.9815666884256e-05,7.88109073428345e-05,1.22660673889762,0.228158486287096,0.232721656012838
"13",36,7.46169614138529e-05,1.70197325621076e-05,5.75972288517453e-05,1.18969244297175,0.242175348691251,0.244573124420868
"62",36,9.95912498973285e-05,4.57521156595889e-05,5.38391342377396e-05,1.11760197097905,0.271350044461417,0.271350044461417
