,sub,node,episode,label,r
500,sub-01,51,1,reappraisal,0.3204289900338013
501,sub-01,51,2,control,-0.3687657884648129
502,sub-01,51,3,control,-0.33441548053407255
503,sub-01,51,4,reappraisal,0.047544267112818644
504,sub-01,51,5,control,0.28171049830152545
505,sub-01,51,6,reappraisal,-0.1419580074658961
506,sub-01,51,7,reappraisal,0.06502478228381751
507,sub-01,51,8,control,0.21991847922025182
508,sub-01,51,9,control,-0.038497908341128935
509,sub-01,51,10,reappraisal,0.1958621026409304
510,sub-01,52,1,reappraisal,0.2312263812771358
511,sub-01,52,2,control,0.43963320028868336
512,sub-01,52,3,control,-0.05134411364082304
513,sub-01,52,4,reappraisal,-0.32058756709133224
514,sub-01,52,5,control,-0.05608169703536803
515,sub-01,52,6,reappraisal,-0.16396876239290994
516,sub-01,52,7,reappraisal,0.7634116680038661
517,sub-01,52,8,control,0.7185230253888525
518,sub-01,52,9,control,-0.09793102932404472
519,sub-01,52,10,reappraisal,-0.17035839446897866
520,sub-01,53,1,reappraisal,-0.06589294387621603
521,sub-01,53,2,control,0.8076217980420315
522,sub-01,53,3,control,0.08695388211378456
523,sub-01,53,4,reappraisal,0.06568907896943331
524,sub-01,53,5,control,0.3105149893384966
525,sub-01,53,6,reappraisal,-0.3004801069289993
526,sub-01,53,7,reappraisal,0.7775525574651226
527,sub-01,53,8,control,0.4005271249485679
528,sub-01,53,9,control,0.5860976949472436
529,sub-01,53,10,reappraisal,0.1855144678331303
530,sub-01,54,1,reappraisal,0.34125471350247644
531,sub-01,54,2,control,0.41822379519261427
532,sub-01,54,3,control,-0.09749188569590711
533,sub-01,54,4,reappraisal,-0.47061358207024273
534,sub-01,54,5,control,-0.25336324848754055
535,sub-01,54,6,reappraisal,-0.2718749332846321
536,sub-01,54,7,reappraisal,0.222273290603679
537,sub-01,54,8,control,0.4459451893452383
538,sub-01,54,9,control,-0.16575134342025116
539,sub-01,54,10,reappraisal,-0.4048505326765023
540,sub-01,55,1,reappraisal,0.22366596312930836
541,sub-01,55,2,control,0.5460378918193924
542,sub-01,55,3,control,-0.7168663048822765
543,sub-01,55,4,reappraisal,-0.27488406593461645
544,sub-01,55,5,control,0.06254477800647923
545,sub-01,55,6,reappraisal,-0.863667064740707
546,sub-01,55,7,reappraisal,0.6514572041169834
547,sub-01,55,8,control,0.6644043874474684
548,sub-01,55,9,control,0.153549730685806
549,sub-01,55,10,reappraisal,-0.5245822929156854
550,sub-01,56,1,reappraisal,-0.2710748374317125
551,sub-01,56,2,control,0.28034488670520413
552,sub-01,56,3,control,0.13549432732593547
553,sub-01,56,4,reappraisal,-0.17753047050470555
554,sub-01,56,5,control,-0.027535095315991267
555,sub-01,56,6,reappraisal,-0.24349884912823627
556,sub-01,56,7,reappraisal,0.7611288336210602
557,sub-01,56,8,control,0.01744846435065215
558,sub-01,56,9,control,0.0533967367036294
559,sub-01,56,10,reappraisal,-0.4931957601105583
560,sub-01,57,1,reappraisal,0.17741243964777062
561,sub-01,57,2,control,0.2643969520862878
562,sub-01,57,3,control,-0.0347833617725045
563,sub-01,57,4,reappraisal,-0.0012388764628895915
564,sub-01,57,5,control,0.17817346125122752
565,sub-01,57,6,reappraisal,-0.4044552468563121
566,sub-01,57,7,reappraisal,-0.023164120599611985
567,sub-01,57,8,control,0.39764113675205676
568,sub-01,57,9,control,-0.3202618334463738
569,sub-01,57,10,reappraisal,0.49996441681985676
570,sub-01,58,1,reappraisal,0.0002849927812008608
