"node","_Intercept__estimate","_Intercept__p_value","event_estimate","event_p_value"
"1",0.0171243424457252,0.294960652088675,-0.00142672164138388,0.0766707263997886
"2",-0.0274483659263811,0.261620729960273,0.000263235692372609,0.828358448190439
"3",-0.00292840702240984,0.8835354088416,-0.000414990015324777,0.669114009228238
"4",-0.0194477442934439,0.314923434500577,0.000118812131085552,0.904757470619582
"5",-0.00759760278702413,0.713052875565482,-0.000703457921687417,0.50457463238633
"6",0.00494565701251478,0.843705324794238,-0.000340875481093562,0.776798283111341
"7",0.00528211568739746,0.780437217330919,0.000232928397890795,0.801167927320756
"8",-0.0297168857412876,0.153141864735733,0.0014113187462047,0.186162926513342
"9",-0.0282346257581649,0.25092792438068,0.00110095691254543,0.357816090684687
"10",-0.0990179276010882,6.62515638725316e-05,0.000998465742205867,0.390407782964155
"11",-0.0444152805204186,0.0173375927555712,0.00132873645743222,0.128393534029987
"12",-0.0774339381900489,0.00189337978917987,0.000729522291803139,0.522306606491187
"13",-0.0156219658676266,0.474451954394907,0.00174791588887919,0.109630285110535
"14",-0.0327646483206695,0.124499089678767,0.00267006506696916,0.0143331844087087
"15",-0.00528143512356223,0.790465328157233,0.00022315123975007,0.826842977617475
"16",-0.0217709628452342,0.241398633343922,-7.80829150581482e-05,0.934731876904716
"17",-0.0105754953486478,0.623608204675814,0.000730684190412962,0.50884165855352
"18",0.000736610948841442,0.96951809089681,0.000495866153108077,0.608961586018966
"19",-0.010483388517032,0.664020944243346,0.00061249443911707,0.620962341752286
"20",0.0282568014548607,0.231357249185216,-0.00103967499116446,0.374101410167646
"21",-0.0157614019727164,0.400411563917169,0.000879652137102245,0.360499341736655
"22",-0.0115347635964297,0.534136227909403,0.000537031913312359,0.572750804036443
"23",0.00551515889564595,0.724948880647896,-0.000374095594678485,0.64191226747101
"24",-0.00126516316050965,0.958380033449141,-0.0014640303523571,0.173203972261178
"25",-0.00980769704988149,0.480764974544499,-0.000480448346854856,0.488043170935509
"26",0.00942064492342774,0.542461098937115,-0.000474972867286536,0.545420811307672
"27",-3.45366496318515e-05,0.998578802785688,-0.00019036724141899,0.8482873031148
"28",0.0221961301794993,0.34717961520411,-0.000289292720627859,0.805285174313518
"29",0.005342097870722,0.784022288809152,-0.000335387242321583,0.728066313179103
"30",0.0181680233828634,0.450658107282424,-0.000604494226524467,0.606949464006985
"31",0.0146943463884837,0.312211631007359,-0.000772754679627217,0.300420122083875
"32",0.00841287549255854,0.532415418235564,-0.000410651089809278,0.53816172618433
"33",0.000670963567087677,0.973207440987455,-0.000257176284872795,0.801943825405078
"34",0.0281284631499827,0.191286648678594,-0.000335776890017866,0.753618017307887
"35",0.0162418996411151,0.349139321864137,-0.000894690007889609,0.314946750040353
"36",0.0143225449432614,0.544152808869318,0.000236670572466992,0.837990637741749
"37",0.0186461195275075,0.37582637016833,-0.000596811264079095,0.562806303849759
"38",-0.00598067819671465,0.727987786879604,-0.00118690767099506,0.175644354315458
"39",-0.0215668999177113,0.349561351446825,-0.00134041959334855,0.250007132345094
"40",-0.0250825172117602,0.298336570776334,-0.000684029112760553,0.552833608672237
"41",0.0244887666931787,0.213561822905294,-0.000142592547425831,0.887738230652283
"42",0.0258917162447966,0.130861670485798,-0.00237851311867578,0.00575645430019837
"43",0.0251876139164445,0.163745841909073,-0.00203761754016881,0.02295146291214
"44",0.0326612623916312,0.114114785291566,-0.00138423021562449,0.191906823822159
"45",-0.00515277025118456,0.749023411377187,0.000164442168464435,0.842306582528595
"46",0.0385738356973379,0.0639574312039757,-0.00213519493851064,0.0457406551529554
"47",0.0244584962145081,0.223290355504628,-0.00078557640354187,0.445879285732403
"48",0.027860026034448,0.117653960158838,-0.00148302660084164,0.101818126721232
"49",0.0373621198097646,0.117863185080156,-0.00156137030117319,0.200784980345612
"50",0.0327301720434046,0.103411767289895,-0.0012720221084314,0.217379991075251
"51",-0.00878250329152999,0.60832640558959,0.000225108187807217,0.792583875142836
"52",-0.0205403869199185,0.359628738948716,0.000260228092317695,0.821063560337275
"53",-0.00882980118731761,0.630203192477563,-0.000240696037238885,0.798161252972116
"54",0.0186000763661797,0.332307114890377,-0.00195464285067585,0.0429094717912381
"55",-0.00963066161390075,0.65486649431491,-0.000549109680754795,0.614214179934932
"56",0.00567906513419891,0.808611216948975,0.000293249168642055,0.797190474406341
"57",-0.00210201906198677,0.926155914670506,0.000430004746219078,0.711812928735968
"58",-0.0223874072341628,0.316387134050922,0.000759336408337736,0.490691735315269
"59",-0.0597181008032684,0.00331610820638154,2.22903273884214e-05,0.982109098186119
"60",-0.0336474716008368,0.114248591578097,-0.000396488624764054,0.671825680045432
"61",-0.0635564004037004,0.020360631254415,1.13842711212289e-05,0.99257278160566
"62",-0.0175845109620796,0.433200947339433,0.00048077775932645,0.658994259155248
"63",-0.0276504050206591,0.258228779957641,0.00147161329660948,0.217659020510922
"64",-0.0461064363256008,0.0598884007180769,0.00248771618301977,0.0426571831246345
"65",-0.0486195630557151,0.0542607021201904,0.00236848753754106,0.0608795490126466
"66",0.0135306206270578,0.528376779442349,-0.000426823342609192,0.681412621376988
"67",0.0208194802139356,0.291683408954542,-0.000818142251540373,0.419399966407292
