"node","_Intercept__estimate","_Intercept__p_value","event_estimate","event_p_value","listenL1_greater_estimate","listenL1_greater_p_value","event_listenL1_greater_estimate","event_listenL1_greater_p_value"
"1",-0.036166823921464,0.000623716064095694,0.00265951489392551,1.0916542267322e-09,-0.0248885652472128,0.0162760922337859,0.00170493857167846,9.03984950205199e-05
"2",-0.0227534212400087,0.161860595414077,0.00342016249602342,2.69642924873795e-07,-0.0304140173791087,0.0542162429388615,0.00176303399037457,0.00791036805692115
"3",-0.0471629814254436,0.000282973310908068,0.00350320316989279,1.46047361870733e-11,-0.000961462537581435,0.937710673848231,0.000475493551405145,0.357572348929523
"4",-0.0326126390146974,0.0348905143096639,0.00283546052715927,9.05971892487952e-07,-0.0261149143491625,0.0569941443064942,0.00146823633914804,0.0108685447354794
"5",-0.0685617102617263,3.86499731583834e-06,0.00488908281656807,2.72534910354485e-17,-0.0231931890050139,0.0899835118275075,0.00128653052028164,0.0251857940405668
"6",-0.0672374545322872,2.84058333709646e-05,0.0048499152190688,5.24427984062361e-14,-0.0331964970370142,0.0297369187908072,0.00133846891562457,0.0369425264451903
"7",-0.0380338532611325,0.00189635667370815,0.00265031045371192,5.87783744942742e-08,-0.0112758383210954,0.331310482366993,0.000950529953804421,0.0512834357888518
"8",-0.0499530253652664,0.000272980198969662,0.00369294299217886,1.23793204956312e-10,-0.017162855530796,0.207480091112563,0.000821765187251884,0.150786531788108
"9",-0.0705514109402814,2.53446586247708e-05,0.00425392768011937,2.0809768159341e-11,-0.0379005018926056,0.0118696903099401,0.00174221018208761,0.00590471071992078
"10",0.135819110194112,1.4622629755618e-11,-0.000437653770122555,0.452915411447598,-0.0105536501319009,0.447094445519765,0.000708182903456091,0.224588584202669
"11",0.032457037614304,0.0162340914553567,0.000767943955597723,0.0897719862298964,-0.0293635016433679,0.00645118906967064,0.00204450009896295,6.48230296898989e-06
"12",0.0958157284700895,6.54539285456172e-07,0.000316515336400687,0.580971478300066,-0.0164148097969706,0.229241430009561,0.00155487409261313,0.00673110944886193
"13",-0.0497305635194717,0.000268364106865948,0.00267530125008651,1.80479484484001e-06,-0.0432231461992813,0.00118082900778304,0.00234141968900172,2.91186954590042e-05
"14",-0.0339949121573222,0.0250124532643781,0.00283592067184457,9.35888903451272e-07,-0.0269438065482615,0.0498961449129989,0.00224207629886504,0.000104174778369234
"15",-0.0237221870719096,0.0805235415548707,0.0022559466217736,2.62338747712615e-05,-0.0154752246453768,0.225107628250199,0.00152564529486131,0.00443584456328606
"16",-0.0228826075042095,0.0651396447014971,0.00300339862259837,7.30878256708046e-09,-0.0228973306362754,0.0633081404810799,0.00150783639610065,0.00361460262245488
"17",-0.0142376900301975,0.335851763207734,0.00174751152533815,0.00373088521730901,0.00745979086196624,0.602791724162482,0.000506201195704772,0.400559148263821
"18",-0.0466312909726095,0.000237657471012158,0.00277546067474239,1.97722726358951e-07,-0.0230935841245011,0.0685012434998559,0.00106442058855985,0.0456323457376992
"19",-0.0471237239362965,0.00370613145534849,0.00330971224348052,5.04635318709178e-07,-0.0281842709281985,0.071743215563377,0.00151120334471008,0.0215517533821722
"20",-0.0656255223816012,0.000318455385366407,0.00352502324976183,1.48576576518377e-08,-0.0323298849505934,0.0287446932451844,0.0019609268411165,0.00159710978509525
"21",-0.0202654002034298,0.120765665611707,0.00185315286749122,0.000295565275804803,-0.019741548508128,0.10501968624585,0.00105413108554541,0.0393723321081602
"22",-0.0353035861088892,0.00326182739523502,0.00243403651637007,1.41657520601014e-06,-0.0032293894445919,0.787690995255636,0.00088758658325661,0.0781266401467164
"23",-0.0425206733234011,4.52330548114323e-05,0.00256935274574808,4.66278092051701e-09,-0.0237731026922211,0.0224433302269985,0.00139726989800064,0.0014092519436635
"24",-0.0127303235906763,0.464024699396696,0.00264952759610931,2.87671289320451e-06,-0.00111505147625486,0.933946295004921,0.000786103663157028,0.164292114477476
"25",-0.0168451468818357,0.0804664100785902,0.00204739517250455,7.3659970407723e-08,-0.0359543878023531,7.0480066908702e-05,0.00189820268982964,5.98865723980849e-07
"26",-0.0384562187821119,0.000974447842411697,0.00221362645597357,1.00282796770162e-06,-0.0163193538713012,0.129141061125587,0.000930786728657665,0.0393863043654924
"27",-0.0621965161690876,6.43418307129238e-06,0.00322316479551108,2.17776760083571e-09,-0.0167142916821306,0.191095425235421,0.00103090683506961,0.0549482740466978
"28",-0.0471601456250605,0.00259891857028187,0.0020205452007338,0.00135959064701867,-0.0252461541783062,0.0925246641975,0.0013362213056075,0.0340630483032407
"29",-0.0263299266689684,0.0490664821126045,0.0023020720023088,1.12471590388949e-05,-0.0148855076139933,0.232204146637167,0.00118619627285081,0.0234691889745116
"30",-0.0383394370409031,0.0152735240256685,0.00204116671012334,0.00129069906252689,-0.00291463092213716,0.846806958100646,0.000788458640914125,0.21349530102692
"31",-0.0525582777904634,1.78389678108128e-06,0.00310939103176203,3.09586613336592e-13,-0.0371134320610186,0.000244678076083262,0.00189706323261372,8.16997507376908e-06
"32",-0.0469440175017457,4.91553388905395e-07,0.00306402198174963,5.63628347352368e-16,-0.0250062608742945,0.00527432943711465,0.00134876719393985,0.000342753332702845
"33",-0.0497636716129506,0.000183902608348712,0.00307327752078167,1.09273926125504e-08,-0.0173575997309073,0.173940730146115,0.000621226848418985,0.2466568422108
"34",-0.0514706116674097,0.000555031986349447,0.00262065054049942,2.34909568879739e-06,-0.011456126602846,0.385124799385822,0.000811615248100326,0.143030879168781
"35",-0.042335970100458,0.00138047157459358,0.00236409500005905,1.04902891549479e-06,-0.00130321159909347,0.909804249787843,0.000518107109332506,0.283683120211214
"36",-0.0802289323879346,4.10838196820682e-06,0.00391076681020429,3.24711618152326e-10,-0.0322567130077816,0.0289123342444911,0.00159460418271302,0.0101506914244043
"37",-0.0275821509249223,0.0749351902442998,0.00171026279623252,0.0021397967869014,-0.0300128405786095,0.0235766887081998,0.00168155927911086,0.00253889754954338
"38",-0.0182853973974067,0.1435945114696,0.00295492270282565,1.47380295770863e-09,-0.0204271429869878,0.078218331491644,0.00100687856627928,0.0387944121617419
"39",-0.0121886672404838,0.48186927087734,0.00340638509965964,5.78042407016271e-08,-0.00220932646549866,0.882192004007656,-8.32371178911065e-05,0.894261217738812
"40",-0.0212690186177061,0.202039220386963,0.00294211526346626,1.96423237883505e-06,-0.0223597330970098,0.128178674741324,0.00124434082871715,0.0438825138090926
"41",-0.0649490008833356,5.4199910971545e-06,0.00321716079923396,3.20949316906426e-09,-0.0104898204049744,0.416034660068613,0.000600011546289204,0.268099718504151
"42",-0.0441155501470402,0.000360945039884733,0.00318068083164997,2.9361398918164e-11,-0.00736774760084635,0.516012283767472,0.000736476617558507,0.122263704286559
"43",-0.0602360916860145,2.44054618160399e-05,0.0030722158561795,9.07326624695787e-10,-0.00751078230010714,0.528026923431313,0.000668868461344235,0.181014138808347
"44",-0.05407299193226,7.45333957763072e-05,0.00308382591278335,5.78589922207097e-08,-0.0474803435044746,0.000441425963918791,0.002063423931863,0.00027770598220673
"45",-0.0550974323106411,6.14850238890634e-06,0.00268125440945198,1.44604628202784e-08,-0.026515700125777,0.0182796944428525,0.00136702782126805,0.00378307426188709
"46",-0.0586824624979116,7.96651700905974e-05,0.00326179879145118,2.06182024764023e-08,-0.0186492877856448,0.177008292122451,0.000776053870771492,0.181088811427888
"47",-0.0394052467712521,0.00558949672256729,0.00183267491467086,0.000783165997126214,0.00112130175730775,0.931144499417417,0.000349635691780069,0.521282040177602
"48",-0.0486448494177388,0.000190644843293875,0.00248666476857367,3.82722157617088e-07,-0.0233803518334506,0.0445269830204195,0.00141926915357231,0.00370444435997768
"49",-0.0555249872505522,0.000176240397567123,0.00354881873971005,1.21155037257562e-08,-0.0290956459998417,0.0491598824498265,0.00110728722635854,0.0746878906834084
"50",-0.118977116556677,3.86536464291679e-16,0.00554723317312335,1.41966594214505e-24,-0.022598480179098,0.077298210529957,0.000911254576595047,0.0899080904669498
"51",-0.0151436718192019,0.203667658664152,0.00237316635570142,2.8418816189382e-07,-0.0182873059978405,0.0958886601638707,0.00143683056807295,0.00185405124987094
"52",-0.0229157167640653,0.13352599941196,0.00315262156395916,4.17251327217664e-07,-0.0214960528309736,0.146367001261626,0.00134647061939975,0.0303546604201318
"53",-0.0194912250658882,0.142446789013921,0.00307265284156078,3.34738764314008e-09,-0.0287291387943892,0.0198832537547733,0.0020955265713605,5.35482029885136e-05
"54",-0.0646196000970989,1.9644889293449e-06,0.00420721185355678,8.50996152955761e-16,-0.0236751030395404,0.055852333563311,0.00143976955316195,0.00565049005121186
"55",-0.0733954330008752,1.51423369118077e-06,0.00513049337284371,3.32840057085422e-18,-0.0284904646067847,0.0411511159345099,0.00137920241587052,0.018621606264759
"56",-0.0501845670300364,0.000910731557015221,0.00368217567867381,6.59172046648117e-10,-0.03017310225211,0.0330133323797722,0.00154246232032592,0.00948573935172175
"57",-0.0380857301926487,0.00941548943023621,0.00327141424576498,1.15835622866454e-07,-0.0181874921265593,0.214779088208414,0.000903490334980611,0.142378334923223
"58",-0.0508494077449677,0.0012632884464131,0.00376209721179989,2.73444220261852e-10,-0.0284898973679771,0.0439575015266362,0.00113401958795911,0.0562632476017172
"59",0.088360462489276,9.81987991056342e-08,0.000841338399442307,0.0965270413585973,-0.0148878898322075,0.216658719114707,0.00124138251497202,0.0142278180942272
"60",0.0301013118991462,0.0459532399257422,0.00127660823725725,0.00915010077375526,-0.0223960206445114,0.0547033225247876,0.0016477684391272,0.000771408189302555
"61",0.0735565160601731,7.32727845888144e-05,0.000970901054418462,0.118515784593023,-0.0102034268602509,0.490677500180264,0.00123284306400762,0.0474868135383724
"62",-0.0298615481992197,0.0239137182486217,0.00197239533567523,0.000367028290586416,-0.0349537770960449,0.00796843767672122,0.00190006586858756,0.000598381889742612
"63",-0.0133452476151748,0.406583465561939,0.00247380000446327,8.93290325649609e-05,0.0157653369913726,0.293665958580298,9.13755679292308e-05,0.884782526334856
"64",-0.0173010795290277,0.288390393756613,0.00251385855390241,9.05045895595862e-05,0.0054937867948022,0.718963584231787,0.00104953191272536,0.101799219107144
"65",-0.00299617359390546,0.871359304937329,0.00187612193469791,0.00561661443926196,-0.0163941864089021,0.309102297925033,0.00152470859181728,0.0243762487366445
"66",-0.0238239897846402,0.0750468385391312,0.00205414437661216,0.000181600527328286,-0.000827404770309334,0.949437273476827,0.00115603471542085,0.0349939627964978
"67",-0.0975973784547447,5.3820331541857e-11,0.00505079382475928,7.40267241646446e-21,-0.0417395922153434,0.00106111526280973,0.00179938153275711,0.000780327015057854
"68",-0.0173606274555536,0.223583496393526,0.00205014406502085,0.000244095124005068,-0.029212428609584,0.0279984767337227,0.00222850929921328,6.70027413645836e-05
"69",-0.00580312526260415,0.687188192000443,0.00108410430337175,0.0689887534691178,-0.0231302611887335,0.103128522458306,0.00159739732882375,0.00739310406268201
"70",-0.043332715182434,0.000839759183941792,0.00313894160844101,7.61661428441676e-09,-0.0501271080956973,0.000103922393245454,0.00210593048610972,0.000103680365148128
"71",-0.0292789379676353,0.0491848453221684,0.0024603512651222,1.3735903016632e-05,-0.0341931369709464,0.0110519708562551,0.0021815536340702,0.000114932887169706
